index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Bladebuckle	116	0		1					1	1	25	29	hbl	Girdle		5	5000	dyel	dyel						aura	Thorns	1	1	ac		30	30	red-dmg		3	3	str		5	5	dex		10	10	ac%		80	100	balance2		30	30																						0
Nokozan Relic	117	0		1					7	1	1	10	amu	Amulet		5	5000	lgld			invamu2				dmg-fire		3	6	res-fire-max		10	10	res-fire		50	50	light		3	3	balance2		20	20																														0
The Eye of Etlich	118	0		1					5	1	1	15	amu	Amulet		5	5000	dgld			invamu2				ac-miss		10	40	light		1	5	allskills		1	1	lifesteal		3	7	cold-min		1	2	cold-max		3	5	cold-len		50	250																						0
The Mahim-Oak Curio	119	0		1					7	1	12	25	amu	Amulet		5	5000	lpur			invamu2				dex		10	10	str		10	10	enr		10	10	vit		10	10	ac		10	10	att%		10	10	res-all		10	10	ac%		10	10																		0
Nagelring	120	0		1					7	1	12	30	rin	Ring		5	5000	dpur			invring1				red-mag		3	3	thorns		3	3	att		50	75	mag%		15	30	oskill	Deadly Treasures	1	1																														0
Manald Heal	121	0		1					7	1	1	15	rin	Ring		5	5000	oran			invring1				manasteal		4	7	regen		5	8	hp		20	20	regen-mana		20	20																																		0
The Stone of Jordan	122	0		1					2	1	39	29	rin	Ring		5	5000	whit			invring1				mana		20	20	mana%		25	25	ltng-min		25	25	allskills		1	1	ltng-max		50	50																													1	0
Amulet of the Viper	123	0		1					1	1	0	0	vip	Amulet		5	5000	lgry							mana		10	10	res-pois		25	25	hp		10	10			0	0			0	0			0	0			0	0																						0
Staff of Kings	124	0		1					1	1	0	0	msf	Staff		5	5000	dgry							res-all		10	10	swing3		50	50			0	0			0	0			0	0			0	0			0	0																						0
Horadric Staff	125	0		1					1	1	0	0	hst	Staff		5	5000	blac							mana		10	10	res-pois		25	25	hp		10	10	res-all		10	10	swing3		50	50			0	0			0	0																						0
Hell Forge Hammer	126	0		1					1	1	0	0	hfh	Hammer		5	5000	cred							fire-min		5	5	fire-max		20	20	res-fire		40	40	ac		35	35			0	0			0	0			0	0																						0
KhalimFlail	127	0		1					1	1	0	0	qf1	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		20	20	swing3		50	50	att		40	40			0	0			0	0			0	0																						0
SuperKhalimFlail	128	0		1					1	1	0	0	qf2	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		40	40	swing3		50	50	att		40	40	manasteal		6	6	lifesteal		6	6			0	0																						0
Expansion																																																																										0
Coldkill	129	100		1					1	1	25	36	9ha	Hatchet		5	5000	cblu	cblu		invhaxu				dmg-cold	50	40	40	res-cold		15	15	res-cold-max		15	15	swing3		30	30	hit-skill	Ice Blast	10	10	gethit-skill	Frost Nova	10	10	dmg%		150	190	oskill_hide	Hidden Charm Passive	1	1																		0
Butcher's Pupil	130	100		1					1	1	30	39	9ax	Cleaver		5	5000	cblu	cblu		invaxeu				deadly		35	35	openwounds		25	25	dmg%		150	200	indestruct		1	1	swing3		30	30	dmg-norm		30	50	oskill_hide	Hidden Charm Passive	1	1																						0
Islestrike	131	100		1					1	1	40	43	92a	Twin Axe		5	5000								dru		2	2	str		10	10	dex		10	10	vit		10	10	enr		10	10	ac-miss		50	50	crush		10	10	dmg%		170	190	skill	Maul	1	2	skill	Fury	1	2	oskill_hide	Hidden Charm Passive	1	1						0
Pompeii's Wrath	132	100		1					1	1	40	45	9mp	Crowbill		5	5000	cred	cred		invmpiu				hit-skill	Volcano	12	30	slow		50	50	dmg-fire		35	150	knock		1	1	dmg%		140	170	oskill_hide	Hidden Charm Passive	1	1																										0
Guardian Naga	133	100		1					1	1	40	48	9wa	Naga		5	5000								hit-skill	Blightburst	11	1	thorns		50	50	res-pois		30	30	dmg%		150	180	dmg-pois	75	256	256	dmg-max		20	20	oskill_hide	Hidden Charm Passive	1	1																						0
Warlord's Trust	134	100		1					1	1	25	35	9la	Military Axe		5	5000	whit	whit						ac		75	75	regen		20	20	vit/lvl	4			res-all		10	10	rep-dur	25			dmg%		175	175	oskill_hide	Hidden Charm Passive	1	1																						0
Spellsteel	135	100		1					1	1	30	39	9ba	Bearded Axe		5	5000	whit	whit						ease		-60	-60	mana		100	100	red-mag		12	15	cast1		10	10	dmg%		165	165	regen-mana		25	25	oskill	Warp	1	1	charged	Decrepify	30	3	charged	Holy Bolt	100	10	charged	Firestorm	60	12	oskill_hide	Hidden Charm Passive	1	1						0
Stormrider	136	100		1					1	1	40	41	9bt	Tabar		5	5000	lred	lred		inv9btu				hit-skill	Arc	9	1	hit-skill	Storm Shard	10	5	dmg-ltng		1	200	dmg-norm		35	75	dmg%		100	100	dur		50	50	light-thorns		15	15	gethit-skill	Storm Shard	20	10	oskill_hide	Hidden Charm Passive	1	1														0
Boneslayer Blade	137	100		1					1	1	40	42	9ga	Gothic Axe		5	5000				invgaxu				att-und/lvl	10			dmg-und/lvl	20			str		8	8	swing2		20	20	att%		35	35	dmg%		180	220	charged	Fist of the Heavens	200	20	gethit-skill	Holy Bolt	25	30	oskill_hide	Hidden Charm Passive	1	1														0
The Minotaur1	138	100		1					1	1	40	45	9gi	Ancient Axe		5	5000				inv9giu				stupidity		2	2	half-freeze		1	1	str		30	30	slow		10	15	crush		10	10	dmg-norm		20	50	dmg%		140	200	oskill_hide	Hidden Charm Passive	1	1																		0
Suicide Branch	139	100		1					1	1	25	33	9wn	Burnt Wand		5	5000								thorns		25	25	cast2		50	50	res-all		20	20	mana%		10	10	hp		40	40	allskills		2	2	regen		-30	-30	oskill_hide	Hidden Charm Passive	1	1																		0
Carin Shard	140	100		1					1	1	25	35	9yw	Petrified Wand		5	5000	cblu	cblu						hp/lvl	10			cast2		10	10	mana/lvl	10			balance2		30	30	regen		5	5	nec		1	1	skilltab	8	2	2	oskill_hide	Hidden Charm Passive	1	1																		0
Arm of King Leoric	141	100		1					1	1	25	36	9bw	Tomb Wand		5	5000				invbwnu				skilltab	8	2	2	gethit-skill	Bone Spirit	5	10	mana/lvl	10			gethit-skill	Bone Prison	10	2	cast1		10	10	skilltab	7	2	2	skill	Terror	2	2	skill	Raise Skeletal Mage	2	2	skill	Skeleton Mastery	3	3	skill	Raise Skeleton	3	3	oskill_hide	Hidden Charm Passive	1	1						0
Blackhand Key	142	100		1					1	1	26	41	9gw	Grave Wand		5	5000	blac	blac		inv9gwu				skilltab	6	1	1	dmg-to-mana		20	20	hp		50	50	light		-2	-2	cast3		30	30	res-fire		37	37	nec		2	2	charged	Find Item	100	13	oskill_hide	Hidden Charm Passive	1	1														0
Dark Clan Crusher	143	100		1					1	1	17	29	9cl	Cudgel		5	5000	dgld	dgld		invclbu				dru		2	2	dmg-demon		200	200	att-demon		200	200	dmg%		195	195	att		20	25	demon-heal		15	15	oskill_hide	Hidden Charm Passive	1	1																						0
Zakarum's Hand	144	100		1					1	1	25	37	9sc	Rune Scepter		5	5000	lpur	lpur						manasteal		8	8	ignore-ac		1	1	regen-mana		10	10	regen-stam		15	15	hit-skill	Hailstorm	10	1	dmg%		180	220	swing2		30	30	skill	Holy Freeze	2	2	skill	Holy Shock	2	2	oskill_hide	Hidden Charm Passive	1	1										0
The Fetid Sprinkler	145	100		1					1	1	25	38	9qs	Holy Water Sprinkler		5	5000								pal		2	2	hit-skill	Decrepify	5	1	hit-skill	Attract	10	1	dmg-pois	100	409	409	dmg%		160	190	att		150	200	dmg-norm		15	25	oskill_hide	Hidden Charm Passive	1	1																		0
Hand of Blessed Light	146	100		1					1	1	50	55	9ws	Divine Scepter		5	5000	lyel							pal		2	2	dmg%		130	160	att%		100	100	ac		50	50	regen-mana		15	15	extra-mag		10	15	dmg-norm		20	45	skill	Holy Bolt	3	5	skill	Fist of the Heavens	2	3	hit-skill	Fist of the Heavens	10	30	oskill_hide	Hidden Charm Passive	1	1						0
Fleshrender	147	100		1					1	1	25	38	9sp	Barbed Club		5	5000	blac			invspcu				openwounds		25	25	noheal		1	1	crush		10	10	deadly		20	20	dmg-norm		35	50	dmg%		130	200	dru		1	1	skilltab	16	2	2	dur		20	20	oskill_hide	Hidden Charm Passive	1	1										0
Sureshrill Frost	148	100		1					1	1	25	39	9ma	Flanged Mace		5	5000								dmg-cold	50	63	112	nofreeze		1	1	dmg%		150	180	dmg-norm		5	10	freeze		3	3	charged	Frozen Orb	50	30	oskill_hide	Hidden Charm Passive	1	1																						0
Moonfall	149	100		1					1	1	35	42	9mt	Jagged Star		5	5000				invmstu				hit-skill	Starfall	20	2	dmg-fire		55	115	red-mag		9	12	dmg%		120	150	light		2	2	extra-fire		20	30	dmg-norm		10	15	oskill_hide	Hidden Charm Passive	1	1																		0
Baezil's Vortex	150	100		1					1	1	35	45	9fl	Knout		5	5000	dblu	dblu						hit-skill	Storm Pulse	13	1	dmg-ltng		1	150	mana		100	100	res-ltng		25	25	dmg%		160	200	swing2		20	20	charged	Static Field	80	10	oskill_hide	Hidden Charm Passive	1	1																		0
Earthshaker	151	100		1					1	1	30	43	9wh	Battle Hammer		5	5000								hit-skill	Eruption	10	15	knock		1	1	swing3		30	30	dmg%		200	230	stupidity		1	1	skilltab	17	3	3	dur		50	50	oskill_hide	Hidden Charm Passive	1	1																		0
Bloodtree Stump	152	100		1					1	1	30	48	9m9	War Club		5	5000	dred							crush		10	15	dmg%		200	240	res-all		20	20	str		25	25	skilltab	12	2	2	skill	Melee Mastery	3	3	dur		40	40	oskill_hide	Hidden Charm Passive	1	1																		0
The Gavel of Pain	153	100		1					1	1	33	45	9gm	Martel de Fer		5	5000				inv9gmu				hit-skill	Amplify Damage	10	1	aura	Thorns	5	5	thorns		50	50	indestruct		1	1	dmg-min		10	20	dmg%		150	200	dmg-max		50	100	oskill_hide	Hidden Charm Passive	1	1																		0
Bloodletter	154	100		1					1	1	17	30	9ss	Gladius		5	5000	cred	cred						dmg-norm		12	45	att		90	90	lifesteal		8	8	swing2		20	20	dmg%		140	160	skill	Melee Mastery	2	4	skill	Whirlwind	1	3	dur		30	30	oskill_hide	Hidden Charm Passive	1	1														0
Coldsteel Eye	155	100		1					1	1	17	31	9sm	Cutlass		5	5000	dgry			invscmu				stupidity		1	1	dmg-cold	50	20	50	deadly		15	15	dur		50	50	dmg%		200	250	swing2		20	20	manasteal		6	6	oskill_hide	Hidden Charm Passive	1	1																		0
Hexfire	156	100		1					1	1	25	33	9sb	Shamshir		5	5000				invsbru				dmg-fire		50	100	ignore-ac		1	1	res-fire		25	25	res-fire-max		5	5	dmg-norm		35	40	dmg%		140	160	fireskill		3	3	oskill_hide	Hidden Charm Passive	1	1																		0
Blade of Ali Baba	157	100		1					1	1	25	30	9fc	Tulwar		5	5000	cred	cred						sock	3			gold%/lvl	20			mag%/lvl	8			mana		15	15	dmg%		60	120	dex		5	15	oskill_hide	Hidden Charm Passive	1	1																						0
Ginther's Rift	158	100		1					1	1	25	35	9cr	Dimensional Blade		5	5000	cblu			inv9cru				red-mag		7	12	swing2		30	30	rep-dur	20			dur		40	40	dmg-mag		50	120	dmg%		100	150	oskill_hide	Hidden Charm Passive	1	1																						0
Headstriker	159	100		1					1	1	25	39	9bs	Battle Sword		5	5000	bwht	bwht						noheal		1	1	str		20	30	deadly/lvl	3			dmg/lvl	8			dmg%		120	175	oskill_hide	Hidden Charm Passive	1	1																										0
Plague Bearer	160	100		1					1	1	25	41	9ls	Rune Sword		5	5000				inv9lsu				hit-skill	Lower Resist	10	1	dmg-pois	75	384	384	dmg-norm		30	70	dmg%		150	150	res-pois		45	45	skill	Rabies	2	3	oskill_hide	Hidden Charm Passive	1	1																						0
The Atlantean1	161	100		1					1	1	25	35	9wd	Ancient Sword		5	5000	lblu	lblu						dur		100	100	ac		75	75	str		16	16	dex		12	12	vit		8	8	dmg%		200	250	pal		2	2	att		50	50	oskill_hide	Hidden Charm Passive	1	1														0
Crainte Vomir	162	100		1					1	1	30	42	92h	Espadon		5	5000	lgld			inv2hsu				slow		10	15	dmg-ac		-70	-70	move2		20	20	red-dmg%		10	10	dmg%		160	200	swing3		50	50	pierce-dmg		5	10	oskill_hide	Hidden Charm Passive	1	1																		0
Bing Sz Wang	163	100		1					1	1	40	43	9cm	Dacian Falx		5	5000								ease		-30	-30	dmg-cold	75	50	140	str		20	20	freeze		2	2	hit-skill	Frozen Orb	10	30	dmg%		130	160	oskill_hide	Hidden Charm Passive	1	1																						0
The Vile Husk	164	100		1					1	1	30	44	9gs	Tusk Sword		5	5000	dgry	dgry		invgisu				hit-skill	Amplify Damage	10	1	dmg-und/lvl	60			res-pois		50	50	dmg-pois	150	426	426	dmg%		150	200	att-und/lvl	20			oskill_hide	Hidden Charm Passive	1	1																						0
Cloudcrack	165	100		1					1	1	30	45	9b9	Gothic Sword		5	5000				invbswu				hit-skill	Fist of the Heavens	15	20	dmg-ltng		1	240	ac		50	80	light		2	2	res-ltng-max		5	5	dmg%		150	200	light-thorns		15	15	skilltab	10	2	2	skilltab	11	2	2	oskill_hide	Hidden Charm Passive	1	1										0
Todesfaelle Flamme	166	100		1					1	1	35	46	9fb	Zweihander		5	5000				inv9fbu				dmg-fire		50	200	res-fire		40	40	abs-fire		10	10	hit-skill	Infernal Orb	10	1	dmg%		120	160	charged	Enchant	5	50	charged	FireGolem	5	30	oskill_hide	Hidden Charm Passive	1	1																		0
Swordguard	167	100		1					1	1	40	48	9gd	Executioner Sword		5	5000	bwht	bwht		invgsdu				ease		-50	-50	ac/lvl	40			res-all		10	20	ac-miss		100	200	dmg-to-mana		30	30	dmg%		170	180	ac-hth		200	250	balance2		20	30	block		20	20	oskill_hide	Hidden Charm Passive	1	1										0
Spineripper	168	100		1					1	1	25	32	9dg	Poignard		5	5000								ignore-ac		1	1	lifesteal		8	8	noheal		1	1	swing3		15	15	dex		10	10	dmg%		200	240	dmg-norm		15	27	nec		1	1	pierce-dmg		10	10	oskill_hide	Hidden Charm Passive	1	1										0
Heart Carver	169	100		1					1	1	25	27	9di	Rondel		5	5000								deadly		35	35	ignore-ac		1	1	dmg-norm		20	40	dmg%		150	200	skill	Find Potion	4	4	skill	Find Item	4	4	skill	Melee Mastery	4	4	pierce-dmg		15	15	oskill_hide	Hidden Charm Passive	1	1														0
Blackbog's Sharp	170	100		1					1	1	75	80	7kr	fanged knife		5	5000	cgrn	cgrn		invkrsu				slow		10	15	att		100	100	dmg-norm		15	45	swing3		30	30	pierce-pois		20	25	skill	Poison Dagger	4	5	skill	Poison Nova	4	5	oskill_hide	Hidden Charm Passive	1	1																		0
Stormspike	171	100		1					1	1	28	41	9bl	Stilleto		5	5000	cblu	cblu		inv9blu				dmg-ltng		1	120	light-thorns		20	20	gethit-skill	Storm Shard	25	3	dmg%		150	150	res-ltng/lvl	8			oskill_hide	Hidden Charm Passive	1	1																										0
The Impaler	172	100		1					1	1	25	31	9sr	War Spear		5	5000	lred	lred						ignore-ac		1	1	att		150	150	swing2		20	20	openwounds		25	25	noheal		1	1	dmg%		140	170	skill	Impale	3	5	skill	Fend	1	2	oskill_hide	Hidden Charm Passive	1	1														0
Kelpie Snare	173	100		1					1	1	25	33	9tr	Fuscina		5	5000				invtriu				hit-skill	Decrepify	10	1	res-fire		50	50	hp/lvl	10			dmg-norm		30	50	str		10	10	dmg%		140	180	oskill_hide	Hidden Charm Passive	1	1																						0
Soulfeast Tine	174	100		1					1	1	25	30	9br	War Fork		5	5000	lyel	lyel		inv9bru				ease		-20	-20	lifesteal		7	7	manasteal		7	7	dmg%		150	190	att		150	250	dur		15	15	oskill_hide	Hidden Charm Passive	1	1																						0
Hone Sundan	175	100		1					1	1	25	37	9st	Yari		5	5000								sock		3	6	dmg-norm		30	55	crush		10	10	rep-dur	10			dmg%		160	200	oskill_hide	Hidden Charm Passive	1	1																										0
Spire of Honor	176	100		1					1	1	25	39	9p9	Lance		5	5000	lgry	lgry						att		100	100	light		3	3	regen		20	20	balance2		20	20	dmg-norm		20	40	dmg-dem/lvl	12			dmg%		150	200	skilltab	9	2	3	ac%		25	25	oskill_hide	Hidden Charm Passive	1	1										0
The Meat Scraper	177	100		1					1	1	30	41	9b7	Lochaber Axe		5	5000	dred	dred						dmg%		150	200	swing2		30	30	lifesteal		10	10	openwounds		25	25	mag%		25	25	skilltab	12	3	3	pierce-dmg		10	10	oskill_hide	Hidden Charm Passive	1	1																		0
Blackleach Blade	178	100		1					1	1	35	42	9vo	Bill		5	5000	blac	blac						ease		-25	-25	hit-skill	Weaken	15	5	light		-2	-2	lifesteal		8	8	dmg/lvl	10			dmg%		150	180	oskill_hide	Hidden Charm Passive	1	1																						0
Athena's Wrath	179	100		1					1	1	35	42	9s8	Battle Scythe		5	5000				inv9s8u				dru		1	3	dex		15	15	swing2		30	30	hp/lvl	8			dmg/lvl	8			dmg%		150	180	oskill_hide	Hidden Charm Passive	1	1																						0
Pierre Tombale Couant	180	100		1					1	1	35	43	9pa	Partizan		5	5000	lgld	lgld						deadly		25	25	bar		2	3	balance2		30	30	manasteal		6	6	dmg-norm		15	25	dmg%		160	220	att		100	200	oskill_hide	Hidden Charm Passive	1	1																		0
Husoldal Evo	181	100		1					1	1	35	44	9h9	Bec-de-Corbin		5	5000								regen		20	20	att		200	250	noheal		1	1	dmg-norm		20	32	dmg%		160	200	swing2		20	20	oskill_hide	Hidden Charm Passive	1	1																						0
Grim's Burning Dead	182	100		1					1	1	70	75	9wc	Grim Scythe		5	5000	cred	cred						dmg-fire		150	300	extra-fire		25	35	dmg%		200	300	skill	FireGolem	5	5	ease		-50	-50	nec		3	3	reduce-ac		50	50	skill	Golem Mastery	5	5	att		200	250	oskill_hide	Hidden Charm Passive	1	1										0
Razorswitch	183	100		1					1	1	25	28	8ss	Jo Stalf		5	5000	lpur							cast3		30	30	aura	Thorns	10	15	mana		175	175	hp		80	80	red-mag		15	15	res-all		50	50	allskills		1	2	oskill_hide	Hidden Charm Passive	1	1																		0
Ribcracker	184	100		1					1	1	43	45	8ls	Quarterstaff		5	5000	lblu	lblu						dmg-norm		30	65	dmg%		200	300	crush		10	15	dex		15	15	ac		100	100	ac%		100	100	balance2		50	50	swing2		50	50	dur		100	100	oskill_hide	Hidden Charm Passive	1	1										0
Chromatic Ire	185	100		1					1	1	43	45	8cs	Cedar Staff		5	5000				invcstu				sor		3	3	res-all		20	40	cast1		20	30	light-thorns		20	20	hp%		20	25	skill	Fire Mastery	1	3	skill	Lightning Mastery	1	3	skill	Cold Mastery	1	3	oskill_hide	Hidden Charm Passive	1	1														0
Warpspear	186	100		1					1	1	25	39	8bs	Gothic Staff		5	5000	cblu	cblu						sor		3	3	ignore-ac		1	1	skill	Teleport	3	3	skill	Telekinesis	3	3	skill	Energy Shield	3	3	ac-miss		250	250	oskill_hide	Hidden Charm Passive	1	1																						0
Skull Collector	187	100		1					1	1	30	41	8ws	Rune Staff		5	5000	blac	blac		inv8wsu				mana%		20	20	mana-kill		20	20	allskills		2	2	mag%/lvl	16			heal-kill		5	10	oskill_hide	Hidden Charm Passive	1	1																										0
Skystrike	188	100		1					1	1	25	28	8sb	Edge Bow		5	5000								dmg-ltng		1	250	att		100	100	enr		10	10	swing3		30	30	dmg%		150	200	hit-skill	Starfall	10	1	hit-skill	Comet	10	1	oskill_hide	Hidden Charm Passive	1	1																		0
Riphook	189	100		1					1	1	25	31	8hb	Razor Bow		5	5000	cred	cred						openwounds		30	30	dmg%		180	220	slow		10	10	mana		35	35	swing2		30	30	lifesteal		7	10	oskill_hide	Hidden Charm Passive	1	1																						0
Kuko Shakaku	190	100		1					1	1	25	33	8lb	CedarBow		5	5000	lpur	lpur		inv8lbu				skill	Meteoric Arrow	3	3	explosivearrow		7	7	dmg%		150	180	pierce		50	50	swing1		20	20	skilltab	0	3	3	fireskill		2	2	extra-fire		10	15	oskill_hide	Hidden Charm Passive	1	1														0
Endlesshail	191	100		1					1	1	25	36	8cb	Double Bow		5	5000				invcbwu				res-cold		35	35	mana		40	40	hit-skill	Hailstorm	10	1	skill	Strafe	3	5	dmg%		180	220	dmg-cold	50	30	50	oskill_hide	Hidden Charm Passive	1	1																						0
Witchwild String	192	100		1					1	1	25	39	8s8	Short Siege Bow		5	5000	lblu	lblu		inv8s8u				hit-skill	Weaken	10	2	res-all		20	30	dmg-max		20	30	dmg%		150	200	oskill	Magic Arrow	3	3	swing1		15	20	oskill_hide	Hidden Charm Passive	1	1																						0
Cliffkiller	193	100		1					1	1	35	41	8l8	Long Siege Bow		5	5000	dgld							ama		2	2	dmg%		190	230	ac-miss		80	80	knock		1	1	hp		50	50	dmg-min		5	10	dmg-max		20	30	oskill_hide	Hidden Charm Passive	1	1																		0
Magewrath	194	100		1					1	1	30	43	8sw	Rune Bow		5	5000	oran			invswbu				manasteal		15	15	red-mag		9	13	skill	Guided Arrow	3	3	att		200	250	dex		10	10	stupidity		1	1	dmg-norm		25	50	dmg%		120	150	ama		1	1	oskill_hide	Hidden Charm Passive	1	1										0
Goldstrike Arch	195	100		1					1	1	43	55	8lw	Gothic Bow		5	5000	lgry	lgry						dmg%		200	250	oskill	Strafe	1	1	dmg-undead		100	100	dmg-demon		100	100	hit-skill	Fist of the Heavens	10	25	swing2		20	30	regen		-50	-50	extra-mag		15	20	oskill_hide	Hidden Charm Passive	1	1														0
Langer Briser	196	100		1					1	1	25	32	8lx	Arbalest		5	5000				inv8lxu				knock		1	1	dmg%		170	200	mag%		30	60	hp		30	30	dmg-max		10	30	openwounds		33	33	dmg-ltng		1	212	oskill_hide	Hidden Charm Passive	1	1																		0
Pus Spitter	197	100		1					1	1	25	36	8mx	Siege Crossbow		5	5000	cgrn	cgrn		inv8mxu				dmg-pois	75	600	600	hit-skill	Lower Resist	8	3	allskills		1	2	ease		-60	-60	hit-skill	Poison Nova	9	6	swing2		20	30	dmg%		150	220	att/lvl	10			oskill_hide	Hidden Charm Passive	1	1														0
Buriza-Do Kyanon	198	100		1					1	1	35	41	8hx	Ballista		5	5000				invhxbu				pierce		50	50	dex		35	35	ac		75	150	dmg/lvl	20			swing2		80	80	dmg%		150	200	freeze		3	3	dmg-cold	100	32	196	oskill_hide	Hidden Charm Passive	1	1														0
Demon Machine	199	100		1					1	1	40	49	8rx	Chu-Ko-Nu		5	5000	blac	blac		invrxbu				ac		321	321	mana		36	36	pierce		50	50	explosivearrow		6	6	dmg-max		66	66	dmg%		100	150	att		500	700	aura	Holy Fire	5	5	oskill_hide	Hidden Charm Passive	1	1														0
Armor																																																																										0
Peasant Crown	201	100		1					1	1	25	28	xap	War Hat		3	5000	lgry							enr		20	20	vit		20	20	allskills		1	1	move2		15	15	regen		6	12	ac%		100	100																										0
Rockstopper	202	100		1					1	1	25	31	xkp	Sallet		3	5000				invxkpu				res-ltng		20	40	red-dmg%		10	10	balance2		30	30	ac%		160	220	res-fire		20	50	res-cold		20	40	vit		15	15																						0
Stealskull	203	100		1					1	1	25	35	xlm	Casque		3	5000				invhlmu				manasteal		5	5	lifesteal		5	5	balance2		10	10	swing2		10	10	ac%		200	240	mag%		30	50																										0
Darksight Helm	204	100		1					1	1	35	38	xhl	Basinet		3	5000	blac	blac		invfhlu				light		-4	-4	ac/lvl	16			nofreeze		1	1	manasteal		5	5	gethit-skill	Dim Vision	6	3	res-fire		20	40																										0
