name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Champion Sword	swor	slam	7b7	clm	7b7	100		4	1	0	xxx			24	54	1	1	71	83			2	-10	150		163	103	250		77	1	57	19939	1576303		312	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Colossal Sword	swor	slam	7fb	clm	7fb	100		4	1	0	xxx			26	70	1	1	61	121			2	10	125	50	182	95	250		80	1	60	24800	2026500		312	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Colossus Blade	swor	slam	7gd	gsd	7gd	100		4	1	0	xxx			25	65	1	1	58	115			2	5	125	50	189	110	250		85	1	63	22259	1937015		312	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Bone Knife	knif		7dg	dgr	7dg	100		2	1	0	xxx			23	49								-20	75	75	38	75	250		58	1	43	12429	752382		312	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Mithral Point	knif		7di	dir	7di	100		2	1	0	xxx			37	53									75	75	55	98	250		70	1	52	17988	1296660		312	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Fanged Knife	knif		7kr	dir	7kr	100		2	1	0	xxx			15	57								-20	75	75	42	86	250		83	1	62	13729	1183507		312	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Legend Spike	knif		7bl	dgr	7bl	100		3	1	0	xxx			31	47								-10	75	75	65	67	250		85	1	66	16076	1411460		312	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Flying Knife	tkni		7tk	dgr	7tk	100		2	1	0	xxx			23	54					23	54			75	75	48	141	250		64	1	48	215	48260		317	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	350	125	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Flying Axe	taxe		7ta	hax	7ta	100		2	1	0	xxx			17	65					15	66		10	75	75	88	108	250		56	1	42	230	43380		317	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	350	125	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	
Winged Knife	tkni		7bk	dgr	7bk	100		2	1	0	xxx			27	35					23	39		-20	75	75	45	142	250		77	1	57	248	60096		317	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	350	125	flpbkf	invbkf	invtk3				0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Winged Axe	taxe		7b8	hax	7b8	100		2	1	0	xxx			11	56					7	60		-10	75	75	96	122	250		80	1	60	251	62580		317	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	350	125	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1	0	xxx			21	57					28	55	2	-10	75	75	98	123	250		54	1	40	211	40894		317	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	350	125	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stygian Pilum	jave		7pi	pil	7pi	100		4	1	0	xxx			14	64					21	75	2		75	75	118	112	250		62	1	46	220	47140		317	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	350	125	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Balrog Spear	jave		7s7	jav	7s7	100		4	1	0	xxx			33	63					40	62	2	10	75	75	127	95	250		71	1	53	232	54472		317	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	350	125	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ghost Glaive	jave		7gl	glv	7gl	100		4	1	0	xxx			19	60					30	85	2	20	75	75	89	137	250		79	1	59	241	61039		317	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	350	125	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Winged Harpoon	jave		7ts	pil	7ts	100		4	1	0	xxx			27	35					11	77	2	-10	75	75	76	145	250		85	1	65	199	61915		317	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	350	125	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Hyperion Spear	spea		7sr	spr	7sr	100		4	1	0	xxx						1	35	119			3	-10	100	75	155	120	250		58	1	43	15900	953700		312	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stygian Pike	spea		7tr	tri	7tr	100		4	1	0	xxx						1	29	144			3		100	75	168	97	250		66	1	49	17347	1180402		312	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Mancatcher	spea		7br	brn	7br	100		4	1	0	xxx						1	42	92			4	-20	100	75	132	134	250		74	1	55	14658	1124192		312	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ghost Spear	spea		7st	tri	7st	100		4	1	0	xxx						1	18	155			4		100	75	122	163	250		83	1	62	17248	1475584		312	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
War Pike	spea		7p7	pik	7p7	100		4	1	0	xxx						1	33	178			4	20	100	75	165	106	250		85	1	66	16070	1410950		312	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ogre Axe	pole		7o7	hal	7o7	100		4	1	0	xxx						1	28	145			2		150		195	75	250		60	1	45	9871	624760		312	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Colossus Voulge	pole		7vo	hal	7vo	100		4	1	0	xxx						1	17	165			2	10	150		210	55	250		64	1	48	12822	855108		312	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Thresher	pole		7s8	scy	7s8	100		4	1	0	xxx						1	12	141			1	-10	150		152	118	250		71	1	53	11086	825106		312	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Cryptic Axe	pole		7pa	hal	7pa	100		4	1	0	xxx						1	33	150			3	10	150		165	103	250		79	1	59	16509	1346211		312	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Great Poleaxe	pole		7h7	pax	7h7	100		4	1	0	xxx						1	46	127			4		150		179	99	250		84	1	63	21554	1855036		312	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Giant Thresher	pole		7wc	scy	7wc	100		3	1	0	xxx						1	40	114			4	-10	125	50	188	140	250		85	1	66	17692	1548820		312	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Walking Stick	staf	slam	6ss	bst	6ss	100		2	1	0	xxx						1	69	85			1	-10	150		25		250		58	1	43	8154	504432	1	312	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Stalagmite	staf	slam	6ls	sst	6ls	100		2	1	0	xxx						1	75	107			1	10	150		63	35	250		66	1	49	5367	389722	1	312	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Elder Staff	staf	slam	6cs	cst	6cs	100		2	1	0	xxx						1	80	93			1		150		44	37	250		74	1	55	9048	709052	1	312	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Shillelagh	staf	slam	6bs	sst	6bs	100		2	1	0	xxx						1	65	108			1		150		52	27	250		83	1	62	7986	706838	1	312	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Archon Staff	staf	slam	6ws	lst	6ws	100		2	1	0	xxx						1	83	99			1	10	150		34		250		85	1	66	10001	895085	1	312	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Spider Bow	bow		6sb	sbw	6sb	100		2	1	0	xxx						1	23	50				5		100	64	143	250	1	55	1	41	21091	1190005		312	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Blade Bow	bow		6hb	sbw	6hb	100		2	1	0	xxx						1	21	41				-10		100	76	119	250	1	60	1	45	21350	1313500		312	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Shadow Bow	bow		6lb	lbw	6lb	100		2	1	0	xxx						1	15	59						100	52	188	250	1	63	1	47	25610	1647430		312	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Great Bow	bow		6cb	lbw	6cb	100		2	1	0	xxx						1	12	52				-10		100	121	107	250	1	68	1	51	17743	1243024		312	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Diamond Bow	bow		6s7	sbb	6s7	100		2	1	0	xxx						1	33	40						100	89	132	250	1	72	1	54	24605	1810060		312	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Crusader Bow	bow		6l7	lbb	6l7	100		2	1	0	xxx						1	15	63				10		100	97	121	250	1	77	1	57	18105	1435085		312	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ward Bow	bow		6sw	sbb	6sw	100		2	1	0	xxx						1	20	53						100	72	146	250	1	80	1	60	15042	1245860		312	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Hydra Bow	bow		6lw	lbb	6lw	100		2	1	0	xxx						1	10	68				10		100	134	167	250	1	85	1	63	19375	1691875		312	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Pellet Bow	xbow		6lx	lxb	6lx	100		2	1	0	xxx						1	28	73				-10		100	83	155	250	1	57	1	42	19512	1143184		312	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		2	1	0	xxx						1	25	87						100	117	105	250	1	67	1	50	22305	1530435		312	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Colossus Crossbow	xbow		6hx	hxb	6hx	100		2	1	0	xxx						1	32	91				10		100	163	77	250	1	75	1	56	26065	1994875		312	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Demon Crossbow	xbow		6rx	hxb	6rx	100		2	1	0	xxx						1	26	40				-60		100	141	98	250	1	84	1	63	25851	2215984		312	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Eagle Orb	orb		ob1	ob1	ob1	100		2	1	0	xxx			2	5								-10	100				250		1	1	0	168	3168	1	315	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Sacred Globe	orb		ob2	ob1	ob2	100		3	1	0	xxx			3	8								-10	100				250		8	1	0	463	10204	1	315	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Smoked Sphere	orb		ob3	ob3	ob3	100		3	1	0	xxx			4	10									100				250		12	1	8	766	17692	1	315	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Clasped Orb	orb		ob4	ob4	ob4	100		4	1	0	xxx			5	12									100				250		17	1	13	1223	31791	1	315	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Jared's Stone	orb		ob5	ob4	ob5	100		5	1	0	xxx			8	18								10	100				250		24	1	18	1985	62140	1	315	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Stag Bow	abow		am1	am1	am1	100		3	1	0	xxx						1	7	12						100	30	45	250	1	18	1	14	2500	56500		313	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0	
Reflex Bow	abow		am2	am2	am2	100		3	1	0	xxx						1	9	19				10		100	35	60	250	1	27	1	20	3575	112525		313	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Spear	aspe		am3	am3	am3	100		3	1	0	xxx						1	18	24			4		80	50	54	40	250		18	1	14	1672	41596		314	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Pike	aspe		am4	pik	am4	100		3	1	0	xxx						1	23	55			4	10	80	50	63	52	250		27	1	20	2023	70621		314	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Maiden Javelin	ajav		am5	pil	am5	100		3	1	0	xxx			8	14					6	22	2	-10	80	50	33	47	250		23	1	17	48	15104		314	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	350	125	flpam5	invam5					0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Glowing Orb	orb		ob6	ob1	ob6	100		2	1	0	xxx			8	21								-10	100				250		32	1	24	804	44228	1	315	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1	0	xxx			10	26								-10	100				250		37	1	27	1689	83493	1	315	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1	0	xxx			11	29									100				250		41	1	30	2598	129518	1	315	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1	0	xxx			13	32									100				250		46	1	34	3969	208074	1	315	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Swirling Crystal	orb		oba	ob4	oba	100		5	1	0	xxx			18	42								10	100				250		50	1	37	6255	340250	1	315	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ashwood Bow	abow		am6	am1	am6	100		3	1	0	xxx						1	16	29						100	56	77	250	1	39	1	29	7800	326200		313	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ceremonial Bow	abow		am7	am2	am7	100		3	1	0	xxx						1	19	41				10		100	73	110	250	1	47	1	35	11025	544175		313	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
