Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
fallen5	23	fallen1	fallen6	4	WarpedFallen	fallen5	speed_slow_monprop	fallen	Fallen		FA	1							fallen5		1	1	1	1	2	2		8	8	2	40	55	83	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1							1																														100	85	75	-50	-40	-33	50	50	50	50	50	50	66	66	66	66	66	66	25	75	75	75	75	75	2				49	49	49	5	21	55	84	93	45	93	93	45	97	93				43	94	70	65	50	99	99	55	110	94				99	220	70	54	70	139	99	77	154	94				A1	cold					10	24	30	175	10	31	39	225																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C			Act 5 (N) Champ C Desecrated	Act 5 (N) Unique C Desecrated	Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C			Act 5 (H) Champ C Desecrated	Act 5 (H) Unique C Desecrated							0
brute2	24	brute2	brute3	0	Brute	brute2	speed_fast_monprop	brute	Brute		YE	1													2	4		4	4	1	5	38	69	brute	brute	10	15	14	13							0	0	0	75	75	80	100	100	90																						1	1									1			1	1							1																														100	85	75	-50	-40	-33													35				80		2				6	6	6	5	139	224	84	121	76	101	91	126	151	91				160	231	85	120	70	120	95	110	140	100				486	707	85	95	98	168	95	154	196	100																																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B			Act 1 (N) Champ B Desecrated	Act 1 (N) Unique B Desecrated	Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
brute3	25	brute2	brute4	1	Yeti	brute3	speed_fast_monprop	brute	Brute		YE	1													4	4		4	4	1	9	40	70	brute	brute	10	15	14	13							0	0	0	80	80	85	85	85	75																						1	1									1			1	1							1																														100	85	75	-50	-40	-33					20						60		35				80		2				10	10	10	5	146	236	84	121	58	101	95	115	129	95				160	231	85	120	70	120	95	110	140	100				486	707	85	95	98	168	95	154	196	100																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C			Act 1 (N) Champ C Desecrated	Act 1 (N) Unique C Desecrated	Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
brute4	26	brute2	brute5	2	Crusher	brute4	speed_fast_monprop	brute	Brute		YE	1													4	6		5	5	2	19	48	79	brute	brute	10	15	14	13							0	0	0	85	85	90	75	75	65																						1	1									1			1	1							1																														100	85	75	-50	-40	-33		60											35			35	80		2				19	19	19	5	143	231	84	120	62	101	93	108	139	93				189	273	85	120	70	120	95	110	140	100				517	751	85	95	98	168	95	154	196	100																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C			Act 2 (N) Champ C Desecrated	Act 2 (N) Unique C Desecrated	Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
brute5	27	brute2	brute1	3	WailingBeast	brute5	speed_fast_monprop	brute	Brute		YE	1													6	8		5	5	1	23	53	84	brute	brute	10	15	14	13							0	0	0	90	90	95	60	60	50																						1	1									1			1	1							1																														100	85	75	-50	-40	-33		60	20					80	50				35	80	50				2				23	23	23	5	142	230	85	121	61	107	92	114	141	92				232	336	85	120	77	132	105	121	154	110				547	796	85	95	108	185	105	169	216	110				A1	fire					15	17	39		15	46	77																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
brute1	28	brute2		4	GargantuanBeast	brute1	speed_fast_monprop	brute	Brute		YE	1													2	2		3	3	1	2	36	68	brute	brute	10	15	14	13							0	0	0	100	100	100	45	45	35																						1	1									1			1	1							1																														100	85	75	-50	-40	-33													35				80		2				4	4	4	5	129	215	84	121	67	101	101	101	134	101				160	231	85	120	70	120	95	110	140	100				486	707	85	95	98	168	95	154	196	100																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A			Act 1 (N) Champ A Desecrated	Act 1 (N) Unique A Desecrated	Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
sandraider1	29	sandraider1	sandraider2	0	SandRaider	sandraider1	speed_slow_monprop	sandraider	SandRaider		SR	1													4	6		5	5	1	13	43	74	sandraider	sandraider	10	15	14	13				40	40	40	70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40													25		99	50		33	2				25	25	25	5	136	211	84	117	67	101	175	110	140	180	80	100	250	176	234	110	130	65	110	175	110	140	180	80	100	250	241	321	110	11	91	154	175	154	196	180	112	14	250	S1	fire	100	100	130		100	120	150		100	196	252																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A			Act 2 (N) Champ A Desecrated	Act 2 (N) Unique A Desecrated	Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2	speed_slow_monprop	sandraider	SandRaider		SR	1													4	8		5	5	1	17	46	77	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40													25		50		99	33	2				32	32	32	5	134	212	84	117	64	101	175	110	140	180	80	100	250	176	234	110	130	65	110	175	110	140	180	80	100	250	241	321	110	11	91	154	175	154	196	180	112	14	250	S1	cold	100	100	130	75	100	120	150	75	100	196	252	75																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3	speed_slow_monprop	sandraider	SandRaider		SR	1													6	8		6	6	1	18	47	78	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40													25		99	50		33	2				34	34	34	5	135	211	84	117	67	92	176	110	140	180	80	100	250	176	234	110	130	65	110	175	110	140	180	80	100	250	241	321	110	11	91	154	175	154	196	180	112	14	250	S1	fire	100	100	130		100	120	150		100	196	252																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4	speed_slow_monprop	sandraider	SandRaider		SR	1													6	10		6	6	1	24	53	81	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40													25		50		99	33	2				44	44	44	5	135	211	85	116	63	94	176	110	140	180	80	100	250	216	288	110	130	72	121	193	121	154	198	88	110	275	256	340	110	11	101	169	193	169	216	198	123	154	275	S1	cold	100	100	130	75	100	132	165	75	100	216	277	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5	speed_slow_monprop	sandraider	SandRaider		SR	1													8	10		7	7	1	26	59	84	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40													25		99	50		33	2				48	48	48	5	134	210	84	123	65	95	176	110	140	180	80	100	250	135	180	110	130	65	110	175	110	140	180	80	100	250	142	189	110	11	65	110	175	110	140	180	8	1	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A			Act 4 (N) Champ A Desecrated	Act 4 (N) Unique A Desecrated	Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									15	14	13																																																																																																																2																																																																																																																				0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									15	14	13																																																																																																																2																																																																																																																				0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									15	14	13																																																																																																																2																																																																																																																				0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									15	14	13																																																																																																																2																																																																																																																				0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													2	4		5	5	1	7	38	75	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20					50	30					60	99	50			50	75	2				8	8	8	5	83	165	84	93	61	121	94							72	99	130	105	60	105	95							109	152	130	90	84	147	95							A1	mana	40	60	100		40	100	200		40	280	420																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B			Act 1 (N) Champ B Desecrated	Act 1 (N) Unique B Desecrated	Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													2	6		6	6	1	10	41	71	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	30					50	40					60	99	50			60	75	2				11	11	11	5	87	173	84	92	58	115	91							72	99	130	105	60	105	95							109	152	130	90	84	147	95							A1	mana	45	57	100		45	100	200		45	280	420																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C			Act 1 (N) Champ C Desecrated	Act 1 (N) Unique C Desecrated	Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													4	6		6	6	1	19	48	79	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	40					50	50					60	99	50			70	75	2				19	19	19	5	86	173	84	92	62	101	93							85	117	130	105	60	105	95							116	162	130	90	84	147	95							A1	mana	50	38	69		50	100	200		50	280	420																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C			Act 2 (N) Champ C Desecrated	Act 2 (N) Unique C Desecrated	Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													4	8		7	7	1	20	49	80	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	50					50	60					60	99	50			75	75	2				20	20	20	5	86	172	85	93	62	108	93							85	117	130	105	60	105	95							116	162	130	90	84	147	95							A1	mana	60	46	84		60	100	200		60	280	420																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C			Act 2 (N) Champ C Desecrated	Act 2 (N) Unique C Desecrated	Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													6	8		8	8	1	22	51	81	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	60					50	75					60	99	50			80	75	2				22	22	22	5	85	172	85	93	65	108	94							104	144	130	105	66	116	105							122	171	130	90	92	162	105							A1	mana	70	50	107		70	110	220		70	308	462																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR	1													4	6		5	5	2	2	36	67	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	85	75	-50	-40	-33													20	20	33	33	99	20	2				12	12	12	5	58	101	84	78	34	101	101							66	110	95	95	55	110	130							101	168	95	81	77	154	130																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A			Act 1 (N) Champ A Desecrated	Act 1 (N) Unique A Desecrated	Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR	1													4	8		6	8	2	5	38	68	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	85	75	-50	-40	-33													20	20	33	33	99	20	2				18	18	18	5	62	101	84	78	51	126	91							66	110	95	95	55	110	130							101	168	95	81	77	154	130																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B			Act 1 (N) Champ B Desecrated	Act 1 (N) Unique B Desecrated	Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR	1													6	8		6	10	2	8	39	69	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1						CountessFirewall	A1	10																						100	85	75	-50	-40	-33													20	20	33	33	99	20	2				25	25	25	5	67	112	84	79	51	117	95							66	110	95	95	55	110	130							101	168	95	81	77	154	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C			Act 1 (N) Champ C Desecrated	Act 1 (N) Unique C Desecrated	Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR	1													6	10		7	12	2	9	40	70	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	85	75	-50	-40	-33													20	20	33	33	99	20	2				33	33	33	5	66	111	84	79	43	115	95							66	110	95	95	55	110	130							101	168	95	81	77	154	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C			Act 1 (N) Champ C Desecrated	Act 1 (N) Unique C Desecrated	Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR	1													8	10		8	12	1	23	53	84	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	85	75	-50	-40	-33	20						20						40	20	33	33	99	20	2				40	40	40	5	65	107	85	78	47	121	92							96	160	95	95	61	121	143							113	189	95	81	85	169	143																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1	speed_slow_monprop	baboon	Baboon		BB	1													2	4		7	12	1	18	47	78	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																														100	85	75	-50	-40	-33													33			99	50	25	2				18	18	18	5	108	151	84	96	51	151	92	51	151	92				117	176	110	110	50	130	120	50	110	130				162	241	110	95	70	182	120	70	154	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2	speed_slow_monprop	baboon	Baboon		BB	1													2	6		7	12	1	18	55	83	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																														100	85	75	-50	-40	-33													33			99	50	25	2				18	18	18	5	108	151	84	96	51	151	92	51	151	92				90	135	110	110	50	130	120	50	110	130				95	142	110	95	50	130	120	50	110	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3	speed_slow_monprop	baboon	Baboon		BB	1													4	6		7	13	1	21	49	79	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																														100	85	75	-50	-40	-33													45			99	50	25	2				21	21	21	5	107	151	85	97	51	151	94	51	151	94				144	216	110	110	55	143	132	55	121	143				171	256	110	95	77	200	132	77	169	143																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4	speed_slow_monprop	baboon	Baboon		BB	1													4	8		7	13	1	22	52	80	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																														100	85	75	-50	-40	-33													45			99	50	25	2				22	22	22	5	107	151	85	96	51	158	94	51	158	94				144	216	110	110	55	143	132	55	121	143				171	256	110	95	77	200	132	77	169	143																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5	speed_slow_monprop	baboon	Baboon		BB	1													6	8		7	14	1	24	53	81	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																														100	85	75	-50	-40	-33													50			99	50	25	2				24	24	24	5	107	151	85	97	51	151	92	51	151	92				144	216	110	110	55	143	132	55	121	143				171	256	110	95	77	200	132	77	169	143																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1	speed_slow_monprop	goatman	Goatman		GM	1													2	4		5	5	1	4	37	68	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33													50				99		2				5	5	5	5	110	137	51	91	76	126	89							110	143	60	90	75	130	85							168	219	60	77	105	182	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A			Act 1 (N) Champ A Desecrated	Act 1 (N) Unique A Desecrated	Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2	speed_slow_monprop	goatman	Goatman		GM	1													2	6		6	6	1	6	38	69	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																														100	85	75	-50	-40	-33													50			99			2				7	7	7	5	114	141	51	91	81	141	93							110	143	60	90	70	125	85							168	219	60	77	98	175	85							A1	ltng					15	10	75		40	21	119																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B			Act 1 (N) Champ B Desecrated	Act 1 (N) Unique B Desecrated	Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
