index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Razor Pursuit	471	Relentless Blades	7qr	E-Scissors Suwayyah	1	85	95	dred	dred						5	5000	2	vit		25	30	hp		100	150	pierce		40	50	skilltab	18	1	2	att%		25	25	res-all		20	30									oskill_hide	393	1	1	skill	Blade Shield	3	3					skill	Death Sentry	3	3					gethit-skill	Inner Sight	15	10																						0
Shred of Mercy	472	Relentless Blades	7qr	E-Scissors Suwayyah	1	85	95	oran	oran						5	5000	2	crush		15	15	deadly		20	30	swing3		40	50	skilltab	18	1	2	att		150	250	dmg%		350	350	dmg/lvl	5							oskill_hide	393	1	1	skill	Blade Sentinel	3	3	swing3		20	20	skill	Blade Fury	3	3					hit-skill	Decrepify	15	11																						0
Band of Impact	473	Heels of Destruction	rin	Ring	1	85	85								5	5000	2	healperhit		12	16	crush		15	15	att%		20	20	ignore-ac		1	1																																																														0
Striker's Mark	474	Heels of Destruction	amu	Amulet	1	85	90								5	5000	2	openwounds		15	15	crush/lvl	2			lifesteal		8	12	swing3		30	30																																																														0
Swifttalon	475	Heels of Destruction	7lw	E-Feral Claws	1	85	95	dgry	dgry						5	5000	2	charge-noconsume		40	40	att		75	125	vit/lvl	4			res-ltng		30	40	skilltab	20	1	2	kick		20	40									oskill_hide	393	1	1	skill	Cobra Strike	6	6					skill	Shadow Warrior	6	6					hit-skill	Life Tap	25	9																						0
Rending Claw	476	Heels of Destruction	7lw	E-Feral Claws	1	85	95	cred	cred						5	5000	2	charge-noconsume		40	40	att/lvl	5			swing3		30	30	skilltab	20	2	3	res-all		10	20	dmg%		250	300									oskill_hide	393	1	1	skill	Tiger Strike	6	6					skill	Dragon Tail	6	6					hit-skill	Decrepify	15	11																						0
Howl of the Ancients	477	Fury of the Warlord	bae	E-Conqueror Crown	1	85	80	dyel	dyel						5	5000	2	ac%		100	100	str/lvl	4			swing3		20	20	skilltab	14	2	3	cast3		20	20																	abs-fire%		5	5	abs-ltng%		5	5	abs-cold%		5	5	abs-mag%		5	5									skilltab	14	1	1														0
Bloodfury Plate	478	Fury of the Warlord	uld	E-Kraken Shell	1	85	85	dgld		invxaru					5	5000	2	ac%		120	140	ease		25	25	move3		30	30	bar		2	2	balance3		20	30																																	heal-kill		15	15													aura	Concentration	15	15	ac%/lvl	12				0
Earthshaker Coil	479	Fury of the Warlord	uhc	E-Colossus Girdle	1	85	90		blac						5	5000	2	ac		100	150	ease		-20	-30	all-stats		20	20	balance3		15	15	dmg%		50	50																																																										0
Ironfist	480	Fury of the Warlord	uhg	E-Ogre Gauntlets	1	85	95		blac						5	5000	2	ac		100	100	cast3		25	25	mana		50	50	regen-mana		10	10	dmg-to-mana		25	35																	mag%		50	50					hp		50	50													slow		25	25														0
Tread of War	481	Fury of the Warlord	utb	E-Mirrored Boots	1	85	75		blac						5	5000	2	ac/lvl	8			move3		40	40	res-all		20	30	red-dmg%		8	12	res-pois-len		33	33																	mag%		50	50													regen		8	8													hp%		8	8						0
Unbreakable Will	482	Fury of the Warlord	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	swing3		20	20	ignore-ac		1	1	res-pois-len		50	50													att		50	50													allskills		1	1																						0
Furybinder	483	Titan's Rage	rin	Ring	1	85	85								5	5000	2	hp/lvl	6			wounds/lvl	2			att/lvl	4			dmg-mag		50	50																																																														0
Berserker's Emblem	484	Titan's Rage	amu	Amulet	1	85	90								5	5000	2	mana/lvl	12			gold%/lvl	16			mag%/lvl	8			noheal		1	1																																																														0
Skullsplitter	485	Titan's Rage	7ga	E-Champion Axe	1	85	95			invgaxu					5	5000	2	swing3		40	40	deadly/lvl	3			crush		15	25	hp		50	80	dmg%		180	200	dmg/lvl	3											oskill_hide	393	1	1									hit-skill	Weaken	15	10																														0
Band of Chaos	486	Bloodspike Oath	rin	Ring	1	85	85								5	5000	2	att		100	150	lifesteal		6	8	manasteal		6	6	dmg%/lvl	3																																																																0
Mark of Havoc	487	Bloodspike Oath	amu	Amulet	1	85	90								5	5000	2	dex		25	30	pierce		33	33	deadly/lvl	2			wounds/lvl	3			dmg-norm		20	40																																																										0
Ritespike	488	Bloodspike Oath	7ts	E-Winged Harpoon	1	85	90	dgld	dgld						5	5000	2	rep-quant	100			swing1		45	45	vit		15	20	move3		20	20	att		75	75	dmg%		270	300									oskill_hide	393	1	1																	hit-skill	Fist of the Heavens	10	25																						0
Oathpiercer	489	Bloodspike Oath	7ts	E-Winged Harpoon	1	85	95	blac	blac						5	5000	2	rep-quant	100			swing1		45	45	crush		20	20	att%		25	50	res-all		15	15	dmg%		270	300									oskill_hide	393	1	1																	hit-skill	Amplify Damage	10	15																						0
Band of Wrath	490	Wrath of the Colossus	rin	Ring	1	85	85								5	5000	2	res-fire		40	50	res-ltng		30	40	att		250	250	openwounds		15	15																																																														0
Emblem of Rage	491	Wrath of the Colossus	amu	Amulet	1	85	90								5	5000	2	deadly		40	50	lifesteal		8	8	manasteal		6	6	mana		30	50																																																														0
Giant's Might	492	Wrath of the Colossus	7fb	E-Colossus Sword	1	85	90	blac	blac	invgsdu					5	5000	2	vit/lvl	4			swing1		60	60	red-dmg%		12	16	dmg%		350	380	dmg/lvl	4															oskill_hide	393	1	1	swing3		15	15													hit-skill	Blaze	10	15																						0
Giant's Bane	493	Wrath of the Colossus	7gd	E-Colossus Blade	1	85	95	dgld	dgld	invgsdu					5	5000	2	lifesteal		6	10	swing1		55	55	crush		15	25	att		100	100	dmg%		330	360	dmg/lvl	6											oskill_hide	393	1	1	swing3		25	25													hit-skill	Decrepify	10	11																						0
Resonant Circle	494	Voice of War	rin	Ring	1	85	85								5	5000	2	mana%		20	30	cast3		15	15	mana		30	50	noheal		1	1																																																														0
Warchanter's Sigil	495	Voice of War	amu	Amulet	1	85	90								5	5000	2	res-all		15	25	cast3		20	20	regen		8	12	hp		50	50																																																														0
Wall of Echoes	496	Voice of War	ush	E-Troll Nest	1	85	90								5	5000	2	ac%		50	50	block		15	15	block3		10	10	oskill	Battle Orders	3	5	oskill	Battle Command	3	5	oskill	Shout	3	5																													gethit-skill	Slow Missiles	10	10																						0
Blade of the Voice	497	Voice of War	7gs	E-Balrog Blade	1	85	95	lgrn	lgrn						5	5000	2	vit/lvl	3			cast3		30	30	skilltab	14	3	4	mana%		30	30	oskill	War Cry	3	6																																	aura	Meditation	5	5																						0
Wildcaller's Crown	498	Nature's Guidance	drd	E-Earth Spirit	1	85	80	lgry	lgry						5	5000	2	ac%		125	125	dru		2	2	cast3		30	30	res-cold		40	50	regen-mana		20	30																	abs-cold%		5	5													abs-mag%		5	5					heal-kill		15	15														0
Fur of the Beast	499	Nature's Guidance	uar	E-Sacred Armor	1	85	85	oran	oran						5	5000	2	ac%		100	120	balance3		15	25	red-dmg%		8	10	move3		30	30	dmg%/lvl	32																											mana		60	60													hp%		5	5					aura	Concentration	15	15	ac%/lvl	10				0
Spiritroot Sash	500	Nature's Guidance	utc	E-Troll Belt	1	85	95		oran						5	5000	2	ac		75	125	str/lvl	4			hp		75	125	res-pois		30	40	res-pois-len		50	50																	mag%		50	50													mana-kill		4	4																						0
Claw of the Wild	501	Nature's Guidance	umg	E-Vambraces	1	85	75		oran						5	5000	2	ac		50	50	regen		8	12	block3		20	20	swing3		20	20	noheal		1	1																	mag%		50	50					hp		50	50																														0
Nature's Path	502	Nature's Guidance	uvb	E-Scarabshell Boots	1	85	90		oran						5	5000	2	ac/lvl	8			all-stats		20	20	move3		40	40	balance3		10	15	lifesteal		4	8																	att		75	75																					mana%		5	5														0
Grove's Embrace	503	Nature's Guidance	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	res-fire		30	40	res-ltng		30	40	att/lvl	5															dmg-to-mana		15	15					manasteal		3	3					allskills		1	1					abs-fire%		5	5	abs-ltng%		5	5										0
Ring of the Savage	504	Essence of the Beast	rin	Ring	1	85	85								5	5000	2	slow		20	20	noheal		1	1	res-fire		30	50	extra-fire		10	10	pierce-fire		15	15																																																										0
Fang of the Wild	505	Essence of the Beast	amu	Amulet	1	85	90								5	5000	2	swing3		30	30	ignore-ac		1	1	res-pois		20	30	extra-pois		40	50	pierce-pois		20	30																																																										0
Wolf's Maul	506	Essence of the Beast	7gm	E-Thunder Maul	1	85	95	dred	dred	inv9gmu					5	5000	2	ac/lvl	56			swing3		60	60	dru		1	3	lifesteal		10	12	manasteal		4	6	crush/lvl	3			dmg%		200	220	dmg-pois	20	2560	2560	oskill_hide	393	1	1	swing3		25	25					hit-skill	Decrepify	15	6																														0
Earthbinder	507	Nature's Fury	rin	Ring	1	85	85								5	5000	2	mana/lvl	8			regen-mana		15	25	cast3		15	15	extra-fire		15	15																																																														0
Skycaller's Eye	508	Nature's Fury	amu	Amulet	1	85	90								5	5000	2	res-all		15	25	res-ltng		20	30	red-dmg%		2	6	pierce-fire		15	15																																																														0
Grove's Defender	509	Nature's Fury	urg	E-Hyperion	1	85	90	oran	oran	invtowu					5	5000	2	ac%		150	180	block		50	50	block3		15	15	skilltab	17	3	5																	oskill_hide	393	1	1	skill	Summon Grizzly	3	3					skill	Armageddon	3	3	block3		15	15	gethit-skill	Frost Nova	15	3																						0
Earth's Fury	510	Nature's Fury	7wh	E-Legendary Mallet	1	85	95	bwht	bwht						5	5000	2	vit		20	30	dru		2	2	move3		20	20	regen		5	5	cast3		20	30													oskill_hide	393	1	1	skill	Tornado	3	3					skill	Hurricane	3	3					aura	Meditation	5	5																						0
Ring of the Wanderer	511	Keeper of the Wilds	rin	Ring	1	85	85								5	5000	2	vit		25	25	balance3		15	20	move3		20	20	res-cold		20	30																																																														0
Totem of Mind	512	Keeper of the Wilds	amu	Amulet	1	85	90								5	5000	2	res-all		15	25	mana/lvl	12			hp%		5	5	mana-kill		4	4																																																														0
Guardian of the Forest	513	Keeper of the Wilds	uts	E-Ward	1	85	90								5	5000	2	ac%		50	50	block		10	10	block3		30	30	dex		25	25	skilltab	15	1	2													oskill_hide	393	1	1	skill	Summon Fenris	3	3					skill	Summon Grizzly	3	3					gethit-skill	Bone Armor	10	40																						0
Spiritcaller's Root	514	Keeper of the Wilds	7sp	E-Tyrant Club	1	85	95	cred	cred	invspcu					5	5000	2	str		25	25	skilltab	15	2	3	regen		10	10	cast3		10	20	mana		100	100	ravenhits		3	3									oskill_hide	393	1	1	skill	Cycle of Life	3	3					skill	Heart of Wolverine	3	3					aura	Fanaticism	5	5																						0
Skull of Oblivion	515	Shroud of the Damned	uh9	E-Bone Visage	1	85	75								5	5000	2	ac/lvl	12			nec		2	2	regen		6	6	balance3		15	15	res-cold		40	50	slow		25	25													mag%		50	50													abs-cold%		5	5													ac%/lvl	24								0
Byrnie of the Dead	516	Shroud of the Damned	uhn	E-Boneweave	1	85	95	whit	whit						5	5000	2	ac%		180	200	dex/lvl	4			move3		30	30	nec		2	2	red-dmg%		6	10																									heal-kill		15	15													hp%		5	5					aura	Cleansing	8	8	oskill	prayer	8	8		0
Wraithbind	517	Shroud of the Damned	utc	E-Troll Belt	1	85	85								5	5000	2	ac		75	125	balance3		20	30	cast3		20	20	hp		80	80	res-pois		20	30																																	abs-mag%		5	5					mana-kill		5	5														0
Grasp of the Undead	518	Shroud of the Damned	umg	E-Vambraces	1	85	90								5	5000	2	ac		250	250	all-stats		20	20	regen-mana		10	20	dmg-to-mana		15	15	res-pois-len		33	33																																	balance3		20	20																						0
Revenant's Step	519	Shroud of the Damned	umb	E-Boneweave Boots	1	85	80								5	5000	2	move3		40	40	res-all		20	30	cast3		30	40	mana		80	80	noheal		1	1																	mag%		50	50					mana%		5	5													mana%		10	10														0
Soulbinder	520	Shroud of the Damned	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	res-fire		20	30	res-ltng		20	30	dmg%		50	50													extra-fire		20	20	pierce-fire		10	10									allskills		1	1					abs-fire%		5	5	abs-ltng%		5	5										0
Toxin's Kiss	521	Plaguebearer's Call	rin	Ring	1	85	85								5	5000	2	lifesteal		8	12	manasteal		6	9	att		200	200	ignore-ac		1	1	pois-max		75	75																																																										0
Seal of Decay	522	Plaguebearer's Call	amu	Amulet	1	85	90								5	5000	2	heal-kill		10	14	mana-kill		8	12	hp		75	125	mana		40	40	pois-min		75	75																	swing3		20	20																																						0
Black Death's Grin	523	Plaguebearer's Call	nee	E-Succubus Skull	1	85	90	blac	blac						5	5000	2	ac%		150	180	block		50	50	vit/lvl	6			block3		30	30	skilltab	7	2	4	cast3		20	30									oskill_hide	393	1	1									block3		20	20					gethit-skill	Poison Nova	20	25																						0
Airborne Pestilence	524	Plaguebearer's Call	7bk	E-Winged Knife	1	85	95	bwht	bwht	invtk3					5	5000	2	rep-quant	100			swing3		30	30	nec		2	2	pierce		50	50	extra-pois		5	15	pierce-pois		15	25	dmg%		180	210	dmg/lvl	4			oskill_hide	393	1	1	swing3		15	15					pierce		50	50					hit-skill	Venom	20	15																						0
Band of Souls	525	Legion of the Dead	rin	Ring	1	85	85								5	5000	2	res-all		15	15	regen		8	12	regen-mana		15	15	noheal		1	1																																																														0
Token of the Forgotten	526	Legion of the Dead	amu	Amulet	1	85	90								5	5000	2	ac		150	250	hp		80	80	mana/lvl	16			mana%		10	10																																																														0
Cryptkeeper's Guard	527	Legion of the Dead	ush	E-Troll Nest	1	85	90	bwht	bwht	invbshu					5	5000	2	ac%		100	120	block		35	35	block3		30	30	skilltab	8	2	4	red-dmg%		6	6													oskill_hide	393	1	1									block3		20	20					gethit-skill	Inner Sight	15	10																						0
Stick of Reincarnation	528	Legion of the Dead	7gw	E-Unearthed Wand	1	85	95	bwht	bwht	invwndu					5	5000	2	str/lvl	3			nec		2	2	cast3		20	20	res-all		20	30																	oskill_hide	393	1	1																	aura	Fanaticism	5	5																						0
Marrow's Embrace	529	Bones of the Damned	rin	Ring	1	85	85								5	5000	2	cast3		15	15	res-all		15	15	mana		60	100	mana%		20	20																																																														0
Emblem of the Ossuary	530	Bones of the Damned	amu	Amulet	1	85	90								5	5000	2	ac/lvl	24			hp%		5	5	res-pois		60	80	res-pois-len		75	75																																																														0
Boneraiser	531	Bones of the Damned	7s8	E-Thresher	1	85	95	whit	whit	invscyu					5	5000	2	extra_bonespears		2	2	enr/lvl	6			skilltab	7	2	4	cast3		50	50	mana%		30	30													oskill_hide	393	1	1	skilltab	7	2	2					aura	Sanctuary	16	16	skilltab	7	2	2																										0
Crown of Righteousness	532	Vestments of the Faithful	urn	E-Corona	1	85	90	bwht	whit						5	5000	2	ac%		80	80	all-stats		20	20	swing3		30	30	res-all		20	30	att%		20	30	openwounds		15	15													mana		50	50					abs-fire%		5	5	abs-ltng%		5	5	abs-cold%		5	5	abs-mag%		5	5																		0
Aegis of Light	533	Vestments of the Faithful	uth	E-Lacquered Plate	1	85	95	bwht	whit	invci0					5	5000	2	ac%		100	120	move3		40	40	pal		2	2	balance3		25	35	res-pois-len		75	75																																																	aura	Cleansing	13	13	ac%/lvl	8				0
Holy Chain	534	Vestments of the Faithful	uvc	E-Vampirefang Belt	1	85	80								5	5000	2	ac/lvl	12			cast3		30	40	regen-mana		20	20	dmg-to-mana		15	15	noheal		1	1																	mag%		50	50													mana%		5	5																						0
Justice's Grip	535	Vestments of the Faithful	uhg	E-Ogre Gauntlets	1	85	85		whit						5	5000	2	ac		150	150	ease		-20	-20	block3		20	20	red-dmg%		10	14	slow		20	20																									heal-kill		15	15													mana-kill		5	5														0
Walk of Virtue	536	Vestments of the Faithful	umb	E-Boneweave Boots	1	85	75		whit						5	5000	2	move3		30	30	deadly/lvl	3			crush		15	15	ignore-ac		1	1	dmg-norm		30	50																	mag%		50	50													hp%		5	5																						0
Seal of Divine Power	537	Vestments of the Faithful	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	block2		30	30	hp%		5	5	crush		20	20													hp		80	80													allskills		1	1																						0
Virtue's Bond	538	Light's Benediction	rin	Ring	1	85	85								5	5000	2	vit		15	20	regen		12	15	crush		15	15	dmg/lvl	2																																																																0
Halo of Sanctity	539	Light's Benediction	amu	Amulet	1	85	90								5	5000	2	cast3		15	25	res-all		15	25	regen-mana		30	30	balance3		15	15	res-pois-len		50	50																																																										0
Shield of Faith	540	Light's Benediction	pae	E-Zakarum Shield	1	85	90	bwht	bwht	invgtsu					5	5000	2	ac%/lvl	6			block		20	20	block3		20	20	dex/lvl	4			pal		2	2	skilltab	10	2	4	res-all		30	30					oskill_hide	393	1	1																	aura	Sanctuary	16	16																						0
Scepter of Light	541	Light's Benediction	7ma	E-Reinforced Mace	1	85	95								5	5000	2	extra_holybolt		2	2	str		20	20	swing3		30	30	pal		3	3	cast3		40	40	dmg%		120	150									oskill_hide	393	1	1																	gethit-skill	Dim Vision	18	12																						0
Oathkeeper	542	Blade of the Crusader	rin	Ring	1	85	85								5	5000	2	str		15	20	res-fire		40	50	swing3		15	15	lifesteal		10	12	dmg-norm		20	30																																																										0
Seal of Valor	543	Blade of the Crusader	amu	Amulet	1	85	90								5	5000	2	regen		8	8	balance3		20	20	res-ltng		25	35	deadly		20	20	dmg%/lvl	24																																																												0
Protector's Bastion	544	Blade of the Crusader	pab	E-Sacred Targe	1	85	90			invxmlu					5	5000	2	ac%/lvl	24			block		10	10	block3		35	35	res-all		25	35	red-dmg%		15	15	healperhit		12	12									oskill_hide	393	1	1																	aura	Redemption	15	15																						0
Zealblade	545	Blade of the Crusader	7cr	E-Phase Blade	1	85	95			invcrsu					5	5000	2	swing3		30	30	att		150	250	lifesteal		12	15	manasteal		8	8	dmg%		400	500	dmg		130	150	dmg-norm		20	70					oskill_hide	393	1	1	swing3		10	10													hit-skill	Weaken	10	6																						0
Emberhalo	546	Radiant Triune	rin	Ring	1	85	85								5	5000	2	pierce-elem		10	10	extra-elem		15	15	cast3		25	25	dmg-fire		20	35																																																														0
Stormcaller's Faith	547	Radiant Triune	amu	Amulet	1	85	90								5	5000	2	str		25	30	red-dmg%		12	12	lifesteal		12	16	manasteal		6	6	dmg-ltng		1	80																																																										0
Prism of the Triune	548	Radiant Triune	pac	E-Sacred Rondache	1	85	90			invbucu					5	5000	2	ac%/lvl	16			block		15	15	block3		35	35	dex/lvl	4			res-all		40	40	aura	Holy Fire	15	15	healperhit		18	18					oskill_hide	393	1	1									aura	Holy Freeze	1	1					aura	Holy Fire	25	25																						0
Heaven's Might	549	Radiant Triune	7ls	E-Cryptic Sword	1	85	95	dyel	dyel	invbsdu					5	5000	2	swing3		60	60	balance3		20	20	att		200	250	res-all		20	30	lifesteal		6	6	aura	Holy Shock	15	15	dmg-cold	50	20	50					oskill_hide	393	1	1									hit-skill	Vengeance	10	10					aura	Holy Shock	25	25																						0
Band of Judgment	550	Armament of Justice	rin	Ring	1	85	85								5	5000	2	lifesteal		8	12	manasteal		4	8	ac-hth		300	300	att/lvl	8			dmg%		30	30																	ac		200	200																																						0
Sacred Oath	551	Armament of Justice	amu	Amulet	1	85	90								5	5000	2	swing3		30	30	crush/lvl	3			ac-miss		300	300	res-all		15	25	dmg		30	30				30																																																						0
Ward of the Pure	552	Armament of Justice	paf	E-Vortex Shield	1	85	90								5	5000	2	ac%/lvl	24			block		25	25	block3		35	35	res-all		70	70	balance3		20	30	res-ltng		30	50									oskill_hide	393	1	1																	aura	Concentration	13	13	ac%		100	100																		0
Scepter of Justice	553	Armament of Justice	7ws	E-Caduceus	1	85	95	bwht	bwht						5	5000	2	swing3		30	30	red-dmg%		10	14	att		200	300	lifesteal		5	5	regen		12	16	dmg%		100	100	dmg		30	30					oskill_hide	393	1	1																	hit-skill	Life Tap	25	9																						0
Circlet of Elements	554	Robes of the Archmage	ci3	E-Diadem	1	85	90	oran	oran	invci1					5	5000	2	all-stats		20	20	sor		2	2	cast3		30	30	mana		100	150	regen-mana		25	25	res-ltng		30	50													mana%		10	10													abs-ltng%		5	5																						0
Robe of the Archmage	555	Robes of the Archmage	urs	E-Great Hauberk	1	85	80	oran	oran	invfulu					5	5000	2	ac%		120	140	str		20	20	sor		2	2	balance3		20	30	dmg-to-mana		15	15																																	heal-kill		15	15													aura	Meditation	9	9	ac%/lvl	8				0
Emberweave	556	Robes of the Archmage	uhc	E-Colossus Girdle	1	85	95	oran	oran						5	5000	2	ac/lvl	24			res-all		30	40	regen-mana		20	20	regen		4	8	dmg-elem	75	20	30																									balance3		10	10													mana%		5	5														0
Gloves of Arcana	557	Robes of the Archmage	utg	E-Crusader Gauntlets	1	85	85	oran	oran						5	5000	2	ac		80	120	cast3		30	30	res-cold		20	30	hp		80	80	mana-kill		5	5																									mana-kill		5	5					abs-cold%		5	5																						0
Mystic Walkers	558	Robes of the Archmage	ulb	E-Wyrmhide Boots	1	85	75								5	5000	2	ac		50	50	move3		30	30	balance3		15	15	res-fire		20	30	noheal		1	1																	mag%		50	50													abs-fire%		5	5					hp%		5	5														0
Ring of the Magus	559	Robes of the Archmage	rin	Ring	1	85	95								5	5000	2	all-stats		10	10	nofreeze		1	1	allskills		1	1	cast3		20	25	res-pois		30	50	res-pois-len		50	50													mag%		50	50													allskills		1	1	abs-mag%		5	5																		0
Smouldering Embrace	560	Inferno's Embrace	rin	Ring	1	85	85								5	5000	2	res-all		15	20	red-dmg%		4	4	mana		50	80	regen		6	6																																																														0
Flamebinder	561	Inferno's Embrace	amu	Amulet	1	85	90								5	5000	2	cast3		20	30	mana%		10	10	extra-fire		15	15	pierce-fire		10	10																																																														0
Staff of Everflame	562	Inferno's Embrace	6ws	E-Archon Staff	1	85	95	oran	oran	inv8wsu					5	5000	2	vit		20	30	sor		2	2	skilltab	3	3	5	cast3		40	60	res-all		50	50	mana		100	100									oskill_hide	393	1	1									gethit-skill	Meteor	15	40	aura	Resist Fire	5	5																										0
Frostbound	563	Heart of Winter	rin	Ring	1	85	85								5	5000	2	cast3		10	20	hp		50	50	extra-cold		20	20	pierce-cold		10	10																																																														0
Everfrost Pendant	564	Heart of Winter	amu	Amulet	1	85	90								5	5000	2	res-cold		25	35	res-ltng		25	35	mana		150	200	mana%		10	10																																																														0
Icekeeper	565	Heart of Winter	uml	E-Luna	1	85	90	oran	oran	invxrgu					5	5000	2	block		35	35	block3		25	25	cast3		15	25	red-dmg%		6	8																	oskill_hide	393	1	1																	gethit-skill	Glacial Spike	15	40																						0
Frozen Shard	566	Heart of Winter	obf	E-Dimensional Shard	1	85	95	oran	oran	inv9cru					5	5000	2	sor		2	2	skilltab	5	1	3	cast3		30	40	dmg-to-mana		15	15	mana%		20	20													oskill_hide	393	1	1																	aura	Resist Cold	5	5																						0
Thundercoil	567	Tempest's Fury	rin	Ring	1	85	85								5	5000	2	move3		20	20	cast3		10	20	extra-ltng		15	15	pierce-ltng		10	10																																																														0
Eye of the Storm	568	Tempest's Fury	amu	Amulet	1	85	90								5	5000	2	mana%		30	30	mana		100	150	red-dmg%		5	7	res-pois		20	30																																																														0
Thunder Ward	569	Tempest's Fury	uit	E-Monarch	1	85	90	oran	oran	invlrgu					5	5000	2	block		30	30	block3		30	30	cast3		25	25	dmg-to-mana		10	20	res-pois-len		75	75													oskill_hide	393	1	1									block3		20	20					gethit-skill	Chain Lightning	15	40																						0
Orb of Tempest	570	Tempest's Fury	obe	E-Vortex Orb	1	85	95	oran	oran						5	5000	2	vit		40	40	sor		1	1	skilltab	4	1	3	cast3		30	40	mana%		30	30													oskill_hide	393	1	1																	aura	Resist Lightning	5	5																						0
Voltspire Signet	571	Stormbrand Covenant	rin	Ring	1	85	85								5	5000	2	ignore-ac		1	1	reduce-ac		20	30	att/lvl	5			deadly/lvl	3			wounds/lvl	2																																																												0
Emberchain	572	Stormbrand Covenant	amu	Amulet	1	85	90								5	5000	2	vit		30	30	move3		30	30	mana/lvl	12			noheal		1	1																																																														0
Voltraze Aegis	573	Stormbrand Covenant	uow	E-Aegis	1	85	90	oran	oran	invlrgu					5	5000	2	ac%/lvl	24			block		50	50	block3		25	25	aura	Holy Shock	10	10	dex		20	30	dmg-to-mana		20	20									oskill_hide	393	1	1									block3		20	20					aura	Holy Shock	15	15	hit-skill	Blaze	20	30																		0
Blade of the second Sun	574	Stormbrand Covenant	7sm	E-Ataghan	1	85	95	cred	cred	invsbru					5	5000	2	oskill	Zeal	9	9	aura	Holy Fire	15	15	swing3		60	60	att		100	150	att%		30	30	healperhit		25	30	dmg-elem	75	40	50					oskill_hide	393	1	1	swing3		20	20					swing3		30	30	state	monsterset4	1	1	aura	Holy Fire	15	15	hit-skill	Mark of the Wolf	100	1																		0
Athulua's Step	575	Athulua's Blessing	uhb	E-Myrmidon Greaves	2	45	72	dred	oran						5	5000	2	ac%		75	125	ease		-30	-30	move2		40	40	swing2		20	30	mana		75	75	all-stats		15	15	allskills		1	1									gold%		25	25					mana-kill		5	5					wounds/lvl	4							ac%		75	75														0
Athulua's Embrace	576	Athulua's Blessing	upl	E-Balrog Skin	2	45	76	dred	oran						5	5000	2	ac%		100	120	ama		1	2	skilltab	1	2	3	move2		30	30	balance2		20	30	dmg%		50	50	regen-mana		30	30																	nofreeze		1	1					aura	Blessed Aim	8	8					ac%		50	50														0
Athulua's Contact	577	Athulua's Blessing	xlg	X-Demonhide Gloves	1	45	69	oran	oran						5	5000	2	ac/lvl	12			str		20	30	dex		20	30	mag%		50	50	regen		10	10	red-dmg%		5	5													gold%		25	25					cast3		20	20					heal-kill		10	10																						0
Athulua's Chain	578	Athulua's Blessing	zvb	X-Sharkskin Belt	1	45	65	dred	oran						5	5000	2	ac		50	50	manasteal		5	5	lifesteal		6	8	res-all		20	30	ignore-ac		1	1	dmg%		25	25													cast3		15	15													reduce-ac		25	25																						0
Athulua's Rule	579	Athulua's Blessing	amb	E-Matriarchal Bow	2	45	80	dred	dred						5	5000	2	dmg%		250	280	dmg/lvl	16			swing3		30	30	att/lvl	4			ama		2	3	pierce		50	50	magicarrow		1	1	oskill_hide	393	1	1													dmg-elem	100	70	110					dmg		30	30					hit-skill	Inner Sight	12	10														0
Palashia's Foil	580	Palashia's Beginnings	xkp	X-Sallet	2	25	42	lred	lred						5	5000	2	ac%		100	120	allskills		1	1	res-ltng		15	25	cast3		25	25	regen-mana		20	20	mana-kill		3	3													mag%		25	25					nofreeze		1	1					ac%		75	75																						0
Palashia's Touch	581	Palashia's Beginnings	xlg	X-Demonhide Gloves	2	25	54								5	5000	2	ac/lvl	16			swing2		20	20	res-fire		15	25	gold%		50	50	all-stats		10	10	att/lvl	4															move3		20	20					hit-skill	Confuse	12	10					ignore-ac		1	1																						0
Palashia's Hauberk	582	Palashia's Beginnings	xrs	X-Cuirass	2	25	59	cred	cred						5	5000	2	ac%		120	140	balance3		30	30	gethit-skill	Frozen Armor	10	6	ama		1	1	skilltab	1	1	2	move3		30	30													block3		15	15					att%		20	20					ac%		50	50																						0
