Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Mephisto Item (H) Desecrated B			7					5	Gold 2x	5	Act 5 (H) Equip A	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Mephisto Item (H) Desecrated C			7					5	Gold 2x	5	Act 5 (H) Equip B	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Mephisto Item (H) Desecrated D			7					5	Gold 2x	5	Act 5 (H) Equip C	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Mephisto			-1	983	983	983	1024	0	Mephisto Item	1																									0
Mephisto Desecrated A	22	26	-2	983	983	983	1024	0	Corruption Orb	1	Mephisto Item Desecrated A	1																							0
Mephisto Desecrated B	22	38	-2	983	983	983	1024	0	Corruption Orb	1	Mephisto Item Desecrated B	1																							0
Mephisto Desecrated C	22	48	-2	983	983	983	1024	0	Corruption Orb	1	Mephisto Item Desecrated C	1																							0
Mephisto (N)			-2	983	983	983	1024	0	Socket Orb	1	Mephisto Item (N)	1																							0
Mephisto (N) Desecrated A	22	59	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (N) Desecrated A	1																			0
Mephisto (N) Desecrated B	22	66	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (N) Desecrated B	1																			0
Mephisto (N) Desecrated C	22	73	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (N) Desecrated C	1																			0
Mephisto (H)			-2	983	983	983	1024	0	Socket Orb	1	Mephisto Item (H)	1																							0
Mephisto (H) Desecrated A	22	87	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (H) Desecrated A	1																			0
Mephisto (H) Desecrated B	22	90	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (H) Desecrated B	1																			0
Mephisto (H) Desecrated C	22	93	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (H) Desecrated C	1																			0
Mephisto (H) Desecrated D	22	96	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Mephisto Item (H) Desecrated D	1																			0
Mephistoq Item			7	993	993	1024	1024	5	Act 4 Equip A	52	Act 4 Good	3																							0
Mephistoq Item (N)			7	993	993	1024	1024	5	Act 4 (N) Equip A	52	Act 4 (N) Good	3																							0
Mephistoq Item (H)			7	993	993	1024	1024	5	Act 4 (H) Equip A	52	Act 4 (H) Good	3																							0
Mephistoq			-1	993	993	1024	1024	0	Mephistoq Item	1																									0
Mephistoq (N)			-2	993	993	1024	1024	0	Socket Orb	1	Mephistoq Item (N)	1																							0
Mephistoq (H)			-2	993	993	1024	1024	0	Socket Orb	1	Mephistoq Item (H)	1																							0
Diablo Item			7					5	Gold 1.5x	2	Act 5 Equip A	52	Act 5 Junk	5	Act 5 Good	3																			0
Diablo Item Desecrated A	23	40	7					5	Gold 1.5x	5	Act 1 (N) Equip A	52	Act 1 (N) Junk	5	Act 1 (N) Good	3																			0
Diablo Item Desecrated B	23	48	7					5	Gold 1.5x	5	Act 3 (N) Equip A	52	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Diablo Item (N)			7					5	Gold 2x	2	Act 5 (N) Equip A	52	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Diablo Item (N) Desecrated A	23	62	7					5	Gold 1.5x	5	Act 5 (N) Equip A	52	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Diablo Item (N) Desecrated B	23	67	7					5	Gold 1.5x	5	Act 1 (H) Equip A	52	Act 1 (H) Junk	5	Act 1 (H) Good	3																			0
Diablo Item (N) Desecrated C	23	73	7					5	Gold 1.5x	5	Act 3 (H) Equip A	52	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Diablo Item (H)			7					5	Gold 2.5x	2	Act 5 (H) Equip A	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Diablo Item (H) Desecrated A			7					5	Gold 2x	5	Act 5 (H) Equip B	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Diablo Item (H) Desecrated B			7					5	Gold 2x	5	Act 5 (H) Equip C	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Diablo			-1	983	983	983	1024	0	Diablo Item	1																									0
Diablo Desecrated A	23	40	-2	983	983	983	1024	0	Corruption Orb	1	Diablo Item Desecrated A	1																							0
Diablo Desecrated B	23	48	-2	983	983	983	1024	0	Corruption Orb	1	Diablo Item Desecrated B	1																							0
Diablo (N)			-2	983	983	983	1024	0	Socket Orb	1	Diablo Item (N)	1																							0
Diablo (N) Desecrated A	23	62	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Diablo Item (N) Desecrated A	1																			0
Diablo (N) Desecrated B	23	67	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Diablo Item (N) Desecrated B	1																			0
Diablo (N) Desecrated C	23	73	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Diablo Item (N) Desecrated C	1																			0
Diablo (H)			-2	983	983	983	1024	0	Socket Orb	1	Diablo Item (H)	1																							0
Diablo (H) Desecrated A	23	94	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Diablo Item (H) Desecrated A	1																			0
Diablo (H) Desecrated B	23	96	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Diablo Item (H) Desecrated B	1																			0
Diabloq Item			7					5	Act 5 Equip A	52	Act 5 Good	3																							0
Diabloq Item (N)			7					5	Act 5 (N) Equip A	52	Act 5 (N) Good	3																							0
Diabloq Item (H)			7					5	Act 5 (H) Equip A	52	Act 5 (H) Good	3																							0
Diabloq			-1	993	993	1024	1024	0	Diabloq Item	1																									0
Diabloq (N)			-2	993	993	1024	1024	0	Socket Orb	1	Diabloq Item (N)	1																							0
Diabloq (H)			-2	993	993	1024	1024	0	Socket Orb	1	Diabloq Item (H)	1																							0
Summoner Item			5	900	900	972	1024	5	Gold 1.5x	4	Act 2 Equip C	15	Act 3 Junk	5	Act 2 Good	3	Act 3 Magic A	4																	0
Summoner Item Desecrated A			5	900	900	972	1024	5	Gold 1.5x	9	Act 2 Equip C	15	Act 3 Junk	5	Act 2 Good	3	Act 3 Magic A	4																	0
Summoner Item Desecrated B			5	900	900	972	1024	5	Gold 1.5x	9	Act 4 Equip B	15	Act 5 Junk	5	Act 4 Good	3	Act 5 Magic A	4																	0
Summoner Item Desecrated C			5	900	900	972	1024	5	Gold 1.5x	9	Act 3 (N) Equip C	15	Act 4 (N) Junk	5	Act 3 (N) Good	3	Act 4 (N) Magic A	4																	0
Summoner Item (N)			5	900	900	972	1024	5	Gold 2x	4	Act 2 (N) Equip C	15	Act 3 (N) Junk	5	Act 2 (N) Good	3	Act 3 (N) Magic A	4																	0
Summoner Item (N) Desecrated A			5	900	900	972	1024	5	Gold 1.5x	9	Act 4 (N) Equip A	15	Act 5 (N) Junk	5	Act 4 (N) Good	3	Act 5 (N) Magic A	4																	0
Summoner Item (N) Desecrated B			5	900	900	972	1024	5	Gold 1.5x	9	Act 5 (N) Equip A	15	Act 1 (H) Junk	5	Act 5 (N) Good	3	Act 1 (H) Magic A	4																	0
Summoner Item (N) Desecrated C			5	900	900	972	1024	5	Gold 1.5x	9	Act 3 (H) Equip A	15	Act 3 (H) Junk	5	Act 3 (H) Good	3	Act 3 (H) Magic A	4																	0
Summoner Item (H)			5	900	900	972	1024	5	Gold 2.5x	4	Act 2 (H) Equip C	15	Act 3 (H) Junk	5	Act 2 (H) Good	3	Act 3 (H) Magic A	4	pk2	2															0
Summoner Item (H) Desecrated A			5	900	900	972	1024	5	Gold 2x	9	Act 4 (H) Equip A	15	Act 5 (H) Junk	5	Act 4 (H) Good	3	Act 5 (H) Magic A	4	pk2	2															0
Summoner Item (H) Desecrated B			5	900	900	972	1024	5	Gold 2x	9	Act 4 (H) Equip B	15	Act 5 (H) Junk	5	Act 4 (H) Good	3	Act 5 (H) Magic B	4	pk2	2															0
Summoner Item (H) Desecrated C			5	900	900	972	1024	5	Gold 2x	9	Act 4 (H) Equip C	15	Act 5 (H) Junk	5	Act 4 (H) Good	3	Act 5 (H) Magic A	4	pk2	2															0
Summoner Item (H) Desecrated D			5	900	900	972	1024	5	Gold 2x	9	Act 5 (H) Equip A	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic C	4	pk2	2															0
Summoner Item (H) Desecrated E			5	900	900	972	1024	5	Gold 2x	9	Act 5 (H) Equip B	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic C	4	pk2	2															0
Summoner Item (H) Desecrated F			5	900	900	972	1024	5	Gold 2x	9	Act 5 (H) Equip C	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic C	4	pk2	2															0
Summoner			-1	900	900	972	1024	0	Summoner Item	1																									0
Summoner Desecrated A	24	18	-2	900	900	972	1024	0	Corruption Orb	1	Summoner Item Desecrated A	1																							0
Summoner Desecrated B	24	32	-2	900	900	972	1024	0	Corruption Orb	1	Summoner Item Desecrated B	1																							0
Summoner Desecrated C	24	48	-2	900	900	972	1024	0	Corruption Orb	1	Summoner Item Desecrated C	1																							0
Summoner (N)			-1	900	900	972	1024	0	Summoner Item (N)	1																									0
Summoner (N) Desecrated A	24	55	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (N) Desecrated A	1																			0
Summoner (N) Desecrated B	24	63	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (N) Desecrated B	1																			0
Summoner (N) Desecrated C	24	73	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (N) Desecrated C	1																			0
Summoner (H)			-1	900	900	972	1024	0	Summoner Item (H)	1																									0
Summoner (H) Desecrated A	24	80	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated A	1																			0
Summoner (H) Desecrated B	24	84	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated B	1																			0
Summoner (H) Desecrated C	24	87	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated C	1																			0
Summoner (H) Desecrated D	24	90	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated D	1																			0
Summoner (H) Desecrated E	24	93	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated E	1																			0
Summoner (H) Desecrated F	24	96	-4	900	900	972	1024	0	Corruption Orb	1	Sunder Charms	1	Socket Orb	1	Summoner Item (H) Desecrated F	1																			0
Council Item			3					5	Gold 1.5x	4	Act 4 Equip A	15	Act 4 Junk	5	Act 4 Good	3	Act 4 Magic A	4																	0
Council Item Desecrated A			3					5	Gold 1.5x	18	Act 4 Equip B	30	Act 4 Junk	10	Act 4 Good	6	Act 4 Magic B	8																	0
Council Item Desecrated B			3					5	Gold 1.5x	18	Act 5 Equip C	30	Act 5 Junk	10	Act 5 Good	6	Act 5 Magic C	8																	0
Council Item Desecrated C			3					5	Gold 1.5x	18	Act 3 (N) Equip A	30	Act 3 (N) Junk	10	Act 3 (N) Good	6	Act 3 (N) Magic A	8																	0
Council Item (N)			3					5	Gold 2x	4	Act 4 (N) Equip A	15	Act 4 (N) Junk	5	Act 4 (N) Good	3	Act 4 (N) Magic A	4																	0
Council Item (N) Desecrated A			3					5	Gold 1.5x	9	Act 4 (N) Equip B	15	Act 4 (N) Junk	5	Act 4 (N) Good	3	Act 4 (N) Magic B	4																	0
Council Item (N) Desecrated B			3					5	Gold 1.5x	9	Act 5 (N) Equip C	15	Act 5 (N) Junk	5	Act 5 (N) Good	3	Act 5 (N) Magic C	4																	0
Council Item (N) Desecrated C			3					5	Gold 1.5x	9	Act 3 (H) Equip A	15	Act 3 (H) Junk	5	Act 3 (H) Good	3	Act 3 (H) Magic A	4																	0
Council Item (H)			3					5	Gold 2.5x	4	Act 4 (H) Equip A	15	Act 4 (H) Junk	5	Act 4 (H) Good	3	Act 4 (H) Magic A	4																	0
Council Item (H) Desecrated A			3					5	Gold 2x	9	Act 4 (H) Equip B	15	Act 4 (H) Junk	5	Act 4 (H) Good	3	Act 4 (H) Magic B	4																	0
Council Item (H) Desecrated B			3					5	Gold 2x	9	Act 4 (H) Equip C	15	Act 4 (H) Junk	5	Act 4 (H) Good	3	Act 4 (H) Magic B	4																	0
Council Item (H) Desecrated C			3					5	Gold 2x	9	Act 5 (H) Equip A	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic A	4																	0
Council Item (H) Desecrated D			3					5	Gold 2x	9	Act 5 (H) Equip B	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic B	4																	0
Council Item (H) Desecrated E			3					5	Gold 2x	9	Act 5 (H) Equip C	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic C	4																	0
Council			-1	650	800	800	1024	0	Council Item	1																									0
Council Desecrated A	25	28	-2	650	800	800	1024	0	Corruption Orb	1	Council Item Desecrated A	1																							0
Council Desecrated B	25	38	-2	650	800	800	1024	0	Corruption Orb	1	Council Item Desecrated B	1																							0
Council Desecrated C	25	48	-2	650	800	800	1024	0	Corruption Orb	1	Council Item Desecrated C	1																							0
Council (N)			-1	650	800	800	1024	0	Council Item (N)	1																									0
Council (N) Desecrated A	25	57	-3	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Council Item (N) Desecrated A	1																					0
Council (N) Desecrated B	25	66	-3	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Council Item (N) Desecrated B	1																					0
Council (N) Desecrated C	25	73	-3	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Council Item (N) Desecrated C	1																					0
Council (H)			-1	650	800	800	1024	0	Council Item (H)	1																									0
Council (H) Desecrated A	25	85	-4	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Council Item (H) Desecrated A	1																			0
Council (H) Desecrated B	25	87	-4	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Council Item (H) Desecrated B	1																			0
Council (H) Desecrated C	25	90	-4	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Council Item (H) Desecrated C	1																			0
Council (H) Desecrated D	25	93	-4	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Council Item (H) Desecrated D	1																			0
Council (H) Desecrated E	25	96	-4	650	800	800	1024	0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Council Item (H) Desecrated E	1																			0
Griswold Item			6					5	Act 1 Uitem C	1	Act 1 Melee B	2																							0
Griswold Item Desecrated A			6					5	Act 1 Uitem C	2	Act 1 Melee B	4																							0
Griswold Item Desecrated B			6					5	Act 4 Uitem B	2	Act 4 Melee A	4																							0
Griswold Item Desecrated C			6					5	Act 3 (N) Uitem A	2	Act 2 (N) Melee B	4																							0
Griswold Item (N)			6					5	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Griswold Item (N) Desecrated A			6					5	Act 1 (H) Uitem C	3	Act 1 (N) Melee B	4																							0
Griswold Item (N) Desecrated B			6					5	Act 1 (H) Uitem C	3	Act 3 (N) Melee B	4																							0
Griswold Item (N) Desecrated C			6					5	Act 3 (H) Uitem C	3	Act 3 (H) Melee B	4																							0
Griswold Item (H)			6					5	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Griswold Item (H) Desecrated A			6					5	Act 4 (H) Uitem B	3	Act 4 (H) Melee A	6																							0
Griswold Item (H) Desecrated B			6					5	Act 5 (H) Uitem A	3	Act 4 (H) Melee B	6																							0
Griswold Item (H) Desecrated C			6					5	Act 5 (H) Uitem B	3	Act 5 (H) Melee A	6																							0
Griswold Item (H) Desecrated D			6					5	Act 5 (H) Uitem C	3	Act 5 (H) Melee B	6																							0
Griswold			-1					0	Griswold Item	1																									0
Griswold Desecrated A	26	8	-2					0	Corruption Orb	1	Griswold Item Desecrated A	1																							0
Griswold Desecrated B	26	29	-2					0	Corruption Orb	1	Griswold Item Desecrated B	1																							0
Griswold Desecrated C	26	48	-2					0	Corruption Orb	1	Griswold Item Desecrated C	1																							0
Griswold (N)			-1					0	Griswold Item (N)	1																									0
Griswold (N) Desecrated A	26	42	-3					0	Corruption Orb	1	Sunder Charms	1	Griswold Item (N) Desecrated A	1																					0
Griswold (N) Desecrated B	26	57	-3					0	Corruption Orb	1	Sunder Charms	1	Griswold Item (N) Desecrated B	1																					0
Griswold (N) Desecrated C	26	73	-3					0	Corruption Orb	1	Sunder Charms	1	Griswold Item (N) Desecrated C	1																					0
Griswold (H)			-1					0	Griswold Item (H)	1																									0
Griswold (H) Desecrated A	26	87	-4					0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Griswold Item (H) Desecrated A	1																			0
Griswold (H) Desecrated B	26	90	-4					0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Griswold Item (H) Desecrated B	1																			0
Griswold (H) Desecrated C	26	93	-4					0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Griswold Item (H) Desecrated C	1																			0
Griswold (H) Desecrated D	26	96	-4					0	Corruption Orb	1	Sunder Charms	1	Shadow Orb	1	Griswold Item (H) Desecrated D	1																			0
Cow			1					60	Gold	9	Act 5 Equip A	19	Act 5 Junk	19	Act 5 Good	3																			0
Cow (N)			1					60	Gold	9	Act 5 (N) Equip A	19	Act 5 (N) Junk	19	Act 5 (N) Good	3																			0
Cow (H)			1	3	5	7	9	60	Gold	9	Act 5 (H) Equip B	25	Act 5 (H) Junk	11	Act 5 (H) Good	8																			0
Trapped Soul			1					60	Gold	9	Act 4 Equip A	8	Act 4 Junk	33																					0
Trapped Soul (N)			1					60	Gold	9	Act 4 (N) Equip A	8	Act 4 (N) Junk	33																					0
Trapped Soul (H)			1					60	Gold	9	Act 4 (H) Equip A	8	Act 4 (H) Junk	33																					0
Hephasto Rune			2					2	Runes 3	30	Runes 4	15	Runes 5	15																					0
Hephasto Rune (N)			2					2	Runes 8	15	Runes 9	15	Runes 10	15																					0
Hephasto Rune (H)			2					2	Runes 11	15	Runes 12	15	Runes 13	15																					0
Hephasto Rune Desecrated			2					2	Runes 4	30	Runes 5	15	Runes 6	15																					0
Hephasto Rune (N) Desecrated			2					2	Runes 9	15	Runes 10	15	Runes 11	15																					0
Hephasto Rune (H) Desecrated			2					2	Runes 12	15	Runes 13	15	Runes 14	15																					0
Hephasto Item			5					10	Gold 1.5x	7	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																			0
Hephasto Item Desecrated A			5					10	Gold 1.5x	14	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																			0
Hephasto Item Desecrated B			5					10	Gold 1.5x	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3																			0
Hephasto Item Desecrated C			5					10	Gold 1.5x	14	Act 3 (N) Equip C	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Hephasto Item (N)			5					10	Gold 2x	7	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Hephasto Item (N) Desecrated A			5					10	Gold 1.5x	14	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Hephasto Item (N) Desecrated B			5					10	Gold 1.5x	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Hephasto Item (N) Desecrated C			5					10	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Hephasto Item (H)			5					10	Gold 2.5x	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated A			5					10	Gold 2x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated B			5					10	Gold 2x	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated C			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated D			5					10	Gold 2x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated E			5					10	Gold 2x	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto Item (H) Desecrated F			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Hephasto			-2	800	800	900	1024	0	Hephasto Item	1	Hephasto Rune	1																							0
Hephasto Desecrated A	27	28	-3	800	800	900	1024	0	Corruption Orb	1	Hephasto Item Desecrated A	1	Hephasto Rune	1																					0
Hephasto Desecrated B	27	38	-3	800	800	900	1024	0	Corruption Orb	1	Hephasto Item Desecrated B	1	Hephasto Rune	1																					0
Hephasto Desecrated C	27	48	-3	800	800	900	1024	0	Corruption Orb	1	Hephasto Item Desecrated C	1	Hephasto Rune	1																					0
Hephasto (N)			-2	800	800	900	1024	0	Hephasto Item (N)	1	Hephasto Rune (N)	1																							0
Hephasto (N) Desecrated A	27	60	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Hephasto Item (N) Desecrated A	1	Hephasto Rune (N) Desecrated	1																			0
Hephasto (N) Desecrated B	27	66	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Hephasto Item (N) Desecrated B	1	Hephasto Rune (N) Desecrated	1																			0
Hephasto (N) Desecrated C	27	73	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Hephasto Item (N) Desecrated C	1	Hephasto Rune (N) Desecrated	1																			0
Hephasto (H)			-2	800	800	900	1024	0	Hephasto Item (H)	1	Hephasto Rune (H)	1																							0
Hephasto (H) Desecrated A	27	88	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated D	1	Hephasto Rune (H) Desecrated	1																	0
Hephasto (H) Desecrated B	27	93	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated E	1	Hephasto Rune (H) Desecrated	1																	0
Hephasto (H) Desecrated C	27	96	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated F	1	Hephasto Rune (H) Desecrated	1																	0
Hephasto (H) Desecrated D	27	90	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated D	1	Hephasto Rune (H) Desecrated	1																	0
Hephasto (H) Desecrated E	27	93	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated E	1	Hephasto Rune (H) Desecrated	1																	0
Hephasto (H) Desecrated F	27	96	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Hephasto Item (H) Desecrated F	1	Hephasto Rune (H) Desecrated	1																	0
Nihlathak Item			5					5	Gold 1.5x	7	Act 5 Equip B	19	Act 5 Junk	5	Act 5 Good	3																			0
Nihlathak Item Desecrated	28	68	5					5	Gold 1.5x	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Nihlathak Item (N)			5					5	Gold 2x	7	Act 5 (N) Equip B	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Nihlathak Item (N) Desecrated	28	73	5					5	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Nihlathak Item (H)			5					5	Gold 2.5x	7	Act 5 (H) Equip B	19	Act 5 (H) Junk	3	Act 5 (H) Good	3	pk3	2																	0
Nihlathak Item (H) Desecrated			5					5	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	pk3	2																	0
Nihlathak			-1	900	900	900	1024	0	Nihlathak Item	1																									0
Nihlathak Desecrated	28	68	-2	900	900	900	1024	0	Corruption Orb	1	Nihlathak Item Desecrated	1																							0
Nihlathak (N)			-2	900	900	900	1024	0	Socket Orb	1	Nihlathak Item (N)	1																							0
Nihlathak (N) Desecrated	28	73	-4	900	900	900	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Nihlathak Item (N) Desecrated	1																			0
Nihlathak (H)			-2	900	900	900	1024	0	Socket Orb	1	Nihlathak Item (H)	1																							0
Nihlathak (H) Desecrated	28	95	-4	900	900	900	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Nihlathak Item (H) Desecrated	1																			0
Frozenstein Rune			2					2	Runes 3	30	Runes 4	15	Runes 5	15																					0
Frozenstein Rune (N)			2					2	Runes 8	15	Runes 9	15	Runes 10	15																					0
Frozenstein Rune (H)			2					2	Runes 11	15	Runes 12	15	Runes 13	15																					0
Frozenstein Rune Desecrated			2					2	Runes 4	30	Runes 5	15	Runes 6	15																					0
Frozenstein Rune (N) Desecrated			2					2	Runes 9	15	Runes 10	15	Runes 11	15																					0
Frozenstein Rune (H) Desecrated			2					2	Runes 12	15	Runes 13	15	Runes 14	15																					0
Frozenstein Item			5					10	Gold 1.5x	7	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																			0
Frozenstein Item Desecrated A			5					10	Gold 1.5x	14	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																			0
Frozenstein Item Desecrated B			5					10	Gold 1.5x	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3																			0
Frozenstein Item Desecrated C			5					10	Gold 1.5x	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Frozenstein Item (N)			5					10	Gold 2x	7	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Frozenstein Item (N) Desecrated A			5					10	Gold 1.5x	14	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Frozenstein Item (N) Desecrated B			5					10	Gold 1.5x	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Frozenstein Item (N) Desecrated C			5					10	Gold 1.5x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H)			5					10	Gold 2.5x	7	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H) Desecrated A			5					10	Gold 2x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H) Desecrated B			5					10	Gold 2x	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
